qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001983__CP021432_00100|rep_cluster_579	NODE_1126_length_6893_cov_2.430821	1194	6893	1	1194	3356	4549	1194	0	100.0	100.0	100.0	minus	0.0	2206	replicon
000701__NC_021718_00105|rep_cluster_1371	NODE_1349_length_6285_cov_2.140802	894	6285	1	894	629	1522	894	9	98.993	100.0	100.0	plus	0.0	1602	replicon
001954__CP015042_00026|rep_cluster_558	NODE_535_length_10252_cov_2.738205	1200	10252	1	1198	369	1566	1198	10	99.165	99.0	99.0	minus	0.0	2158	replicon
002400__CP004397_00001|rep_cluster_914	NODE_9069_length_2101_cov_1.586913	1035	2101	1	1035	634	1668	1036	166	83.78399999999998	100.0	100.0	plus	0.0	981	replicon
002059__CP015092_00011|rep_cluster_613	NODE_967_length_7485_cov_3.346196	1182	7485	1	1182	1956	3137	1184	167	85.557	100.0	100.0	minus	0.0	1236	replicon
CP042821_00055|MOBP	NODE_190_length_17612_cov_2.488323	747	17612	1	747	1242	3482	747	58	92.236	100.0	100.0	plus	0.0	1332	relaxase
CP025812_00016|MOBP	NODE_276_length_14866_cov_2.690662	642	14866	1	642	5163	7088	642	20	96.885	100.0	100.0	minus	0.0	1098	relaxase
CP021432_00049|MOBP	NODE_296_length_14235_cov_2.945671	653	14235	1	653	2822	4780	653	20	96.937	100.0	100.0	plus	0.0	1298	relaxase
NC_019394_00096|MPF_I	NODE_17236_length_1437_cov_1.785501	218	1437	1	218	748	1401	218	12	94.495	100.0	100.0	plus	2.089999999999999e-150	422	mate-pair-formation
NC_019394_00097|MPF_I	NODE_18480_length_1383_cov_1.829439	236	1383	1	236	94	801	236	2	99.153	100.0	100.0	plus	2.1899999999999993e-175	485	mate-pair-formation
NC_023148_00034|MPF_T	NODE_190_length_17612_cov_2.488323	667	17612	1	627	3494	5371	630	98	83.333	94.0	94.0	plus	0.0	998	mate-pair-formation
NC_019394_00072|MPF_I	NODE_3663_length_3577_cov_2.115871	283	3577	1	281	2735	3577	281	6	97.865	99.0	99.0	plus	0.0	561	mate-pair-formation
NC_004574_00081|MPF_T	NODE_400_length_12206_cov_2.453952	106	12206	15	106	11502	11777	92	3	96.739	87.0	87.0	plus	7.499999999999998e-56	181	mate-pair-formation
NC_009955_00053|MPF_T	NODE_799_length_8247_cov_2.484659	218	8247	2	218	328	978	217	5	97.696	99.0	99.0	plus	6.419999999999998e-128	392	mate-pair-formation
NC_004574_00087|MPF_T	NODE_799_length_8247_cov_2.484659	231	8247	10	231	1110	1775	222	23	89.64	96.0	96.0	plus	2.729999999999999e-134	412	mate-pair-formation
NC_008042_00056|MPF_T	NODE_799_length_8247_cov_2.484659	359	8247	1	359	4738	5814	359	55	84.68	100.0	100.0	plus	2.4399999999999988e-163	501	mate-pair-formation
