qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021817|MOB_unknown	NODE_3538_length_3911_cov_0.247901	280	3911	4	280	3456	3732	277	10	96.39	99.0	99.0	minus	2.6099999999999993e-130	457	oriT
CP025814_00006|MOBQ	NODE_1441_length_6315_cov_0.314672	426	6315	1	424	4958	6202	431	58	81.206	99.0	99.0	minus	0.0	561	relaxase
CP010360_00062|MOBP	NODE_1978_length_5357_cov_0.118296	667	5357	1	664	1677	3647	664	108	82.681	99.0	99.0	minus	0.0	995	relaxase
NC_017958_00042|MPF_G	NODE_177_length_22243_cov_0.271676	230	22243	1	223	3656	4324	223	40	82.06299999999997	97.0	97.0	plus	1.5099999999999993e-120	371	mate-pair-formation
NC_017958_00039|MPF_G	NODE_177_length_22243_cov_0.271676	149	22243	27	149	6678	7040	123	21	81.301	83.0	83.0	plus	4.5299999999999995e-60	194	mate-pair-formation
NC_017958_00038|MPF_T	NODE_177_length_22243_cov_0.271676	963	22243	1	962	7043	9910	963	163	82.243	99.0	99.0	plus	0.0	1566	mate-pair-formation
NC_017958_00034|MPF_G	NODE_177_length_22243_cov_0.271676	316	22243	25	315	12026	12898	291	45	84.536	92.0	92.0	plus	6.469999999999995e-178	540	mate-pair-formation
NC_017958_00033|MPF_G	NODE_177_length_22243_cov_0.271676	464	22243	1	464	12915	14309	465	84	81.72	100.0	100.0	plus	0.0	696	mate-pair-formation
NC_019394_00072|MPF_I	NODE_24293_length_1354_cov_0.125100	283	1354	1	283	354	1202	283	6	97.88	100.0	100.0	plus	0.0	563	mate-pair-formation
NC_019394_00098|MPF_I	NODE_3965_length_3669_cov_0.110084	310	3669	1	310	1643	2572	310	3	99.032	100.0	100.0	minus	0.0	632	mate-pair-formation
NC_019394_00097|MPF_I	NODE_3965_length_3669_cov_0.110084	236	3669	1	236	2578	3285	236	2	99.153	100.0	100.0	minus	2.339999999999999e-166	485	mate-pair-formation
NC_004574_00081|MPF_T	NODE_7474_length_2611_cov_0.097930	106	2611	15	106	1211	1486	92	1	98.913	87.0	87.0	plus	1.9299999999999996e-57	184	mate-pair-formation
