qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000701__NC_021718_00105|rep_cluster_1371	NODE_39813_length_1560_cov_0.210815	894	1560	1	806	93	898	806	21	97.395	90.0	90.0	minus	0.0	1373	replicon
001267__NC_006826_00004|rep_cluster_1840	NODE_46875_length_1435_cov_0.099551	645	1435	1	645	593	1237	645	40	93.798	100.0	100.0	minus	0.0	970	replicon
000637__CP004038_00178|rep_cluster_1319	NODE_9197_length_3166_cov_0.126834	912	3166	10	912	1001	1903	903	65	92.802	99.0	99.0	minus	0.0	1308	replicon
CP010958_00012|MOBQ	NODE_504_length_10243_cov_0.096905	996	10243	1	996	7005	9992	996	64	93.574	100.0	100.0	minus	0.0	1669	relaxase
NC_011960_00023|MOBP	NODE_56431_length_1302_cov_0.607648	331	1302	1	295	11	892	295	55	81.017	89.0	89.0	minus	1.279999999999999e-177	494	relaxase
AP012223_00131|MOBP	NODE_63836_length_1219_cov_0.071429	373	1219	62	373	3	938	312	4	98.718	84.0	84.0	plus	0.0	562	relaxase
NC_019394_00096|MPF_I	NODE_6235_length_3747_cov_0.093750	218	3747	1	218	151	804	218	12	94.495	100.0	100.0	plus	6.199999999999997e-142	422	mate-pair-formation
NC_019394_00097|MPF_I	NODE_6235_length_3747_cov_0.093750	236	3747	1	236	804	1511	236	2	99.153	100.0	100.0	plus	7.299999999999996e-166	485	mate-pair-formation
NC_019394_00098|MPF_I	NODE_6235_length_3747_cov_0.093750	310	3747	1	109	1517	1843	109	1	99.083	35.0	100.0	plus	6.2099999999999955e-177	219	mate-pair-formation
NC_019394_00098|MPF_I	NODE_6235_length_3747_cov_0.093750	310	3747	110	310	1843	2445	201	2	99.005	65.0	100.0	plus	6.2099999999999955e-177	414	mate-pair-formation
