qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000938__CP000659_00004|rep_cluster_578	NODE_119540_length_1335_cov_0.033981	807	1335	1	807	460	1266	807	0	100.0	100.0	100.0	plus	0.0	1491	replicon
002435__CP022516|rep_cluster_952	NODE_203012_length_1037_cov_0.069296	1023	1037	21	1023	35	1037	1003	16	98.405	98.0	98.0	minus	0.0	1764	replicon
000742__JQ348844_00001|rep_cluster_1403	NODE_59151_length_1847_cov_0.114989	882	1847	1	791	106	896	791	76	90.392	90.0	90.0	minus	0.0	1040	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_99_length_40422_cov_1.347940	960	40422	1	960	23959	24918	962	86	90.644	100.0	100.0	minus	0.0	1275	replicon
CP022516_00068|MOBB	NODE_185976_length_1082_cov_0.060020	322	1082	1	322	46	1011	322	4	98.758	100.0	100.0	minus	0.0	660	relaxase
CP015441_00197|MOBF	NODE_22_length_101607_cov_0.660825	1008	101607	194	1008	44332	46776	815	27	96.687	81.0	92.0	minus	0.0	1551	relaxase
NC_008036_00003|MOBQ	NODE_28_length_95596_cov_0.586259	961	95596	1	961	71978	74860	961	84	91.259	100.0	100.0	plus	0.0	1718	relaxase
NC_020542_00048|MOBQ	NODE_99_length_40422_cov_1.347940	1071	40422	1	1066	11039	14236	1070	81	91.682	99.0	99.0	minus	0.0	1725	relaxase
NC_009955_00053|MPF_T	NODE_113414_length_1369_cov_0.025984	218	1369	1	218	463	1116	218	2	99.083	100.0	100.0	minus	5.109999999999998e-143	402	mate-pair-formation
NC_019394_00072|MPF_I	NODE_16713_length_3223_cov_0.112996	283	3223	1	283	2269	3117	283	7	97.527	100.0	100.0	plus	0.0	563	mate-pair-formation
NC_019394_00096|MPF_I	NODE_176318_length_1110_cov_0.125618	218	1110	1	218	301	954	218	12	94.495	100.0	100.0	minus	5.339999999999997e-152	422	mate-pair-formation
NC_022050_00041|MPF_T	NODE_184714_length_1086_cov_0.035461	241	1086	18	231	220	861	214	42	80.374	89.0	89.0	plus	2.989999999999999e-111	319	mate-pair-formation
NC_020542_00042|MPF_T	NODE_99_length_40422_cov_1.347940	520	40422	1	142	16141	16566	142	17	88.02799999999998	27.0	99.0	plus	2.3699999999999998e-70	240	mate-pair-formation
NC_020542_00042|MPF_T	NODE_99_length_40422_cov_1.347940	520	40422	141	519	20461	21597	379	16	95.778	73.0	99.0	plus	0.0	719	mate-pair-formation
