sample	ali	prev	target	contig	reads
ERR598999	bowtie2	spades	spades	NODE_7_length_98145_cov_0.261765	17023
ERR598999	bowtie2	spades	spades	NODE_18_length_63042_cov_0.264112	10800
ERR598999	bowtie2	spades	spades	NODE_19_length_62364_cov_0.341267	11891
ERR598999	bowtie2	spades	spades	NODE_23_length_49479_cov_0.212819	8088
ERR598999	bowtie2	spades	spades	NODE_41_length_35326_cov_0.264456	6676
ERR598999	bowtie2	spades	spades	NODE_52_length_30111_cov_0.399607	8989
ERR598999	bowtie2	spades	spades	NODE_58_length_27360_cov_0.534170	10008
ERR598999	bowtie2	spades	spades	NODE_70_length_25855_cov_0.149169	3050
ERR598999	bowtie2	spades	spades	NODE_75_length_25071_cov_0.176438	2996
ERR598999	bowtie2	spades	spades	NODE_88_length_23224_cov_0.146119	2672
ERR598999	bowtie2	spades	spades	NODE_97_length_22091_cov_0.381139	5515
ERR598999	bowtie2	spades	spades	NODE_131_length_19492_cov_0.220543	3284
ERR598999	bowtie2	spades	spades	NODE_160_length_18218_cov_0.214305	2748
ERR598999	bowtie2	spades	spades	NODE_236_length_15256_cov_0.639177	6709
ERR598999	bowtie2	spades	spades	NODE_246_length_15125_cov_0.181485	1477
ERR598999	bowtie2	spades	spades	NODE_252_length_15021_cov_0.202051	2163
ERR598999	bowtie2	spades	spades	NODE_731_length_9950_cov_0.462694	3228
ERR598999	bowtie2	spades	spades	NODE_745_length_9890_cov_0.248187	1543
ERR598999	bowtie2	spades	spades	NODE_926_length_9131_cov_0.160430	804
ERR598999	bowtie2	spades	spades	NODE_969_length_8946_cov_0.244264	1428
ERR598999	bowtie2	spades	spades	NODE_975_length_8919_cov_0.129365	1032
ERR598999	bowtie2	spades	spades	NODE_994_length_8845_cov_0.351475	2064
ERR598999	bowtie2	spades	spades	NODE_1452_length_7458_cov_0.372877	1906
ERR598999	bowtie2	spades	spades	NODE_1475_length_7419_cov_0.276639	1373
ERR598999	bowtie2	spades	spades	NODE_1522_length_7338_cov_0.177925	711
ERR598999	bowtie2	spades	spades	NODE_1534_length_7319_cov_0.175623	994
ERR598999	bowtie2	spades	spades	NODE_1750_length_6892_cov_0.394965	1829
ERR598999	bowtie2	spades	spades	NODE_1765_length_6866_cov_0.135511	718
ERR598999	bowtie2	spades	spades	NODE_2001_length_6495_cov_0.128361	648
ERR598999	bowtie2	spades	spades	NODE_2566_length_5767_cov_0.170607	525
ERR598999	bowtie2	spades	spades	NODE_2576_length_5760_cov_0.149090	461
ERR598999	bowtie2	spades	spades	NODE_2711_length_5629_cov_0.166184	500
ERR598999	bowtie2	spades	spades	NODE_2902_length_5479_cov_0.155019	458
ERR598999	bowtie2	spades	spades	NODE_3170_length_5249_cov_0.207184	584
ERR598999	bowtie2	spades	spades	NODE_3419_length_5083_cov_0.461878	1655
ERR598999	bowtie2	spades	spades	NODE_4146_length_4633_cov_0.098368	347
ERR598999	bowtie2	spades	spades	NODE_4277_length_4576_cov_0.303105	970
ERR598999	bowtie2	spades	spades	NODE_4551_length_4439_cov_0.123963	373
ERR598999	bowtie2	spades	spades	NODE_5082_length_4206_cov_0.162162	441
ERR598999	bowtie2	spades	spades	NODE_5187_length_4166_cov_0.107204	331
ERR598999	bowtie2	spades	spades	NODE_5444_length_4069_cov_0.150882	340
ERR598999	bowtie2	spades	spades	NODE_5554_length_4035_cov_0.112551	291
ERR598999	bowtie2	spades	spades	NODE_6141_length_3836_cov_0.345999	904
ERR598999	bowtie2	spades	spades	NODE_7609_length_3442_cov_0.170206	332
ERR598999	bowtie2	spades	spades	NODE_8590_length_3246_cov_0.146806	279
ERR598999	bowtie2	spades	spades	NODE_9497_length_3077_cov_0.149093	248
ERR598999	bowtie2	spades	spades	NODE_11540_length_2781_cov_0.238628	392
ERR598999	bowtie2	spades	spades	NODE_12658_length_2649_cov_0.520000	1280
ERR598999	bowtie2	spades	spades	NODE_16312_length_2307_cov_0.408967	642
ERR598999	bowtie2	spades	spades	NODE_19951_length_2067_cov_0.112805	170
ERR598999	bowtie2	spades	spades	NODE_22051_length_1954_cov_0.117520	127
ERR598999	bowtie2	spades	spades	NODE_23465_length_1890_cov_0.119486	144
ERR598999	bowtie2	spades	spades	NODE_23670_length_1881_cov_0.231201	308
ERR598999	bowtie2	spades	spades	NODE_26174_length_1777_cov_0.099523	105
