sample	ali	prev	target	contig	reads
ERR599008	bowtie2	spades	spades	NODE_3068_length_12495_cov_0.504034	4262
ERR599008	bowtie2	spades	spades	NODE_5152_length_9646_cov_0.441814	2673
ERR599008	bowtie2	spades	spades	NODE_10077_length_6670_cov_2.531883	11343
ERR599008	bowtie2	spades	spades	NODE_10927_length_6361_cov_0.737624	3384
ERR599008	bowtie2	spades	spades	NODE_12519_length_5879_cov_0.146540	821
ERR599008	bowtie2	spades	spades	NODE_19387_length_4504_cov_0.209762	574
ERR599008	bowtie2	spades	spades	NODE_21878_length_4174_cov_0.112883	426
ERR599008	bowtie2	spades	spades	NODE_22438_length_4108_cov_0.669494	1777
ERR599008	bowtie2	spades	spades	NODE_24439_length_3893_cov_0.365050	878
ERR599008	bowtie2	spades	spades	NODE_24886_length_3849_cov_0.322933	1491
ERR599008	bowtie2	spades	spades	NODE_25008_length_3837_cov_0.384163	955
ERR599008	bowtie2	spades	spades	NODE_25065_length_3832_cov_0.135012	323
ERR599008	bowtie2	spades	spades	NODE_33223_length_3195_cov_0.592054	1165
ERR599008	bowtie2	spades	spades	NODE_39397_length_2859_cov_0.175362	336
ERR599008	bowtie2	spades	spades	NODE_41132_length_2784_cov_0.098696	163
ERR599008	bowtie2	spades	spades	NODE_41714_length_2759_cov_0.232707	429
ERR599008	bowtie2	spades	spades	NODE_45984_length_2589_cov_0.243373	392
ERR599008	bowtie2	spades	spades	NODE_50211_length_2442_cov_1.443449	2536
ERR599008	bowtie2	spades	spades	NODE_58524_length_2209_cov_0.077251	157
ERR599008	bowtie2	spades	spades	NODE_58697_length_2204_cov_0.494537	1019
ERR599008	bowtie2	spades	spades	NODE_60783_length_2156_cov_0.867282	1413
ERR599008	bowtie2	spades	spades	NODE_68428_length_1995_cov_0.069620	135
ERR599008	bowtie2	spades	spades	NODE_72921_length_1912_cov_0.074462	134
ERR599008	bowtie2	spades	spades	NODE_73758_length_1898_cov_0.055586	99
ERR599008	bowtie2	spades	spades	NODE_77655_length_1836_cov_0.092113	118
ERR599008	bowtie2	spades	spades	NODE_79041_length_1815_cov_0.142774	235
ERR599008	bowtie2	spades	spades	NODE_85228_length_1728_cov_0.053407	78
ERR599008	bowtie2	spades	spades	NODE_88089_length_1692_cov_0.040176	58
ERR599008	bowtie2	spades	spades	NODE_90082_length_1667_cov_0.255102	279
ERR599008	bowtie2	spades	spades	NODE_90254_length_1665_cov_0.077905	98
ERR599008	bowtie2	spades	spades	NODE_92035_length_1643_cov_0.290155	325
ERR599008	bowtie2	spades	spades	NODE_96915_length_1588_cov_0.118200	146
ERR599008	bowtie2	spades	spades	NODE_97798_length_1579_cov_0.077027	126
ERR599008	bowtie2	spades	spades	NODE_104762_length_1510_cov_0.063785	63
ERR599008	bowtie2	spades	spades	NODE_105114_length_1507_cov_0.061790	82
ERR599008	bowtie2	spades	spades	NODE_106524_length_1494_cov_0.658781	1070
ERR599008	bowtie2	spades	spades	NODE_111972_length_1448_cov_0.041512	67
ERR599008	bowtie2	spades	spades	NODE_112999_length_1439_cov_0.089552	86
ERR599008	bowtie2	spades	spades	NODE_116553_length_1411_cov_0.122713	96
ERR599008	bowtie2	spades	spades	NODE_117117_length_1407_cov_0.074159	70
ERR599008	bowtie2	spades	spades	NODE_117611_length_1403_cov_0.079755	70
ERR599008	bowtie2	spades	spades	NODE_120127_length_1384_cov_0.126070	93
ERR599008	bowtie2	spades	spades	NODE_123066_length_1363_cov_0.299842	285
ERR599008	bowtie2	spades	spades	NODE_130435_length_1313_cov_0.087315	93
ERR599008	bowtie2	spades	spades	NODE_130716_length_1311_cov_0.087459	66
ERR599008	bowtie2	spades	spades	NODE_131094_length_1309_cov_0.048760	59
ERR599008	bowtie2	spades	spades	NODE_135173_length_1284_cov_0.070886	65
ERR599008	bowtie2	spades	spades	NODE_135273_length_1283_cov_0.131757	114
ERR599008	bowtie2	spades	spades	NODE_136926_length_1273_cov_0.289608	469
ERR599008	bowtie2	spades	spades	NODE_137389_length_1271_cov_0.052048	64
ERR599008	bowtie2	spades	spades	NODE_150491_length_1199_cov_0.074545	57
ERR599008	bowtie2	spades	spades	NODE_153539_length_1183_cov_0.630074	646
ERR599008	bowtie2	spades	spades	NODE_158465_length_1160_cov_0.139491	90
ERR599008	bowtie2	spades	spades	NODE_158954_length_1158_cov_0.086874	74
ERR599008	bowtie2	spades	spades	NODE_165936_length_1127_cov_0.336576	262
ERR599008	bowtie2	spades	spades	NODE_169628_length_1112_cov_0.044423	45
ERR599008	bowtie2	spades	spades	NODE_172350_length_1100_cov_0.418581	293
ERR599008	bowtie2	spades	spades	NODE_181632_length_1065_cov_0.057971	72
ERR599008	bowtie2	spades	spades	NODE_183597_length_1058_cov_0.087591	64
ERR599008	bowtie2	spades	spades	NODE_184891_length_1054_cov_0.053403	39
ERR599008	bowtie2	spades	spades	NODE_186092_length_1049_cov_0.546316	405
ERR599008	bowtie2	spades	spades	NODE_189168_length_1039_cov_0.064894	49
ERR599008	bowtie2	spades	spades	NODE_190563_length_1034_cov_0.073797	66
ERR599008	bowtie2	spades	spades	NODE_192009_length_1029_cov_0.093548	110
ERR599008	bowtie2	spades	spades	NODE_201038_length_1000_cov_0.274140	302
