qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021817|MOB_unknown	NODE_9343_length_4416_cov_0.272643	280	4416	1	280	538	817	280	12	95.714	100.0	100.0	plus	9.999999999999993e-129	451	oriT
000453__KU549174_00001|rep_cluster_1172	NODE_2881_length_7319_cov_0.170776	951	7319	1	951	2804	3754	951	62	93.481	100.0	100.0	minus	0.0	1413	replicon
000452__NC_010401_00001|rep_cluster_1171	NODE_55946_length_1904_cov_0.185042	951	1904	1	951	715	1665	951	2	99.79	100.0	100.0	minus	0.0	1746	replicon
000938__CP000659_00004|rep_cluster_578	NODE_62057_length_1810_cov_0.082992	807	1810	1	807	907	1713	807	0	100.0	100.0	100.0	plus	0.0	1491	replicon
LN873256_00002|MOBP	NODE_10665_length_4144_cov_0.224227	604	4144	1	604	2014	3825	604	0	100.0	100.0	100.0	minus	0.0	1182	relaxase
CP032270_00014|MOBQ	NODE_43971_length_2138_cov_0.138794	478	2138	1	477	141	1571	477	11	97.694	99.0	99.0	plus	0.0	936	relaxase
CP032092_00035|MOBH	NODE_780_length_12693_cov_0.675242	747	12693	1	747	2688	4928	747	14	98.126	100.0	100.0	plus	0.0	1405	relaxase
NC_019394_00096|MPF_I	NODE_1853_length_8871_cov_0.372207	218	8871	1	218	4715	5368	218	12	94.495	100.0	100.0	plus	1.5499999999999993e-138	422	mate-pair-formation
NC_019394_00097|MPF_I	NODE_1853_length_8871_cov_0.372207	236	8871	1	236	5368	6075	236	2	99.153	100.0	100.0	plus	2.2499999999999982e-160	485	mate-pair-formation
NC_019394_00098|MPF_I	NODE_1853_length_8871_cov_0.372207	310	8871	1	310	6081	7010	310	3	99.032	100.0	100.0	plus	0.0	632	mate-pair-formation
NC_019394_00072|MPF_I	NODE_19659_length_3137_cov_0.312377	283	3137	1	283	272	1120	283	8	97.173	100.0	100.0	minus	0.0	561	mate-pair-formation
