sample	ali	prev	target	contig	reads
SRR3965873	bowtie2	spades	spades	NODE_451_length_10905_cov_2.319360	559
SRR3965873	bowtie2	spades	spades	NODE_540_length_9919_cov_2.902648	621
SRR3965873	bowtie2	spades	spades	NODE_832_length_7688_cov_1.835947	314
SRR3965873	bowtie2	spades	spades	NODE_1060_length_6723_cov_2.652627	412
SRR3965873	bowtie2	spades	spades	NODE_1128_length_6409_cov_1.793502	247
SRR3965873	bowtie2	spades	spades	NODE_1276_length_5986_cov_1.845252	247
SRR3965873	bowtie2	spades	spades	NODE_1296_length_5906_cov_2.179266	299
SRR3965873	bowtie2	spades	spades	NODE_1374_length_5696_cov_2.912632	349
SRR3965873	bowtie2	spades	spades	NODE_1690_length_5098_cov_1.675735	176
SRR3965873	bowtie2	spades	spades	NODE_1696_length_5092_cov_2.530342	277
SRR3965873	bowtie2	spades	spades	NODE_1875_length_4832_cov_1.492922	157
SRR3965873	bowtie2	spades	spades	NODE_2021_length_4597_cov_1.979546	197
SRR3965873	bowtie2	spades	spades	NODE_2045_length_4568_cov_1.671515	161
SRR3965873	bowtie2	spades	spades	NODE_2174_length_4389_cov_2.837063	285
SRR3965873	bowtie2	spades	spades	NODE_2402_length_4154_cov_1.452035	134
SRR3965873	bowtie2	spades	spades	NODE_2579_length_4000_cov_1.612407	138
SRR3965873	bowtie2	spades	spades	NODE_2585_length_3996_cov_2.198101	184
SRR3965873	bowtie2	spades	spades	NODE_2586_length_3996_cov_1.761098	145
SRR3965873	bowtie2	spades	spades	NODE_2613_length_3964_cov_1.867529	146
SRR3965873	bowtie2	spades	spades	NODE_2630_length_3948_cov_1.648220	135
SRR3965873	bowtie2	spades	spades	NODE_2658_length_3928_cov_3.046748	247
SRR3965873	bowtie2	spades	spades	NODE_2678_length_3908_cov_7.529010	630
SRR3965873	bowtie2	spades	spades	NODE_2773_length_3833_cov_1.780664	152
SRR3965873	bowtie2	spades	spades	NODE_2835_length_3788_cov_2.151803	181
SRR3965873	bowtie2	spades	spades	NODE_2855_length_3780_cov_1.817441	147
SRR3965873	bowtie2	spades	spades	NODE_2882_length_3752_cov_1.667670	143
SRR3965873	bowtie2	spades	spades	NODE_2886_length_3751_cov_7.703176	620
SRR3965873	bowtie2	spades	spades	NODE_2899_length_3745_cov_2.397422	190
SRR3965873	bowtie2	spades	spades	NODE_2904_length_3743_cov_2.350439	187
SRR3965873	bowtie2	spades	spades	NODE_3178_length_3552_cov_2.437880	187
SRR3965873	bowtie2	spades	spades	NODE_3261_length_3504_cov_2.422320	184
SRR3965873	bowtie2	spades	spades	NODE_3340_length_3463_cov_1.299049	96
SRR3965873	bowtie2	spades	spades	NODE_3342_length_3461_cov_11.107971	813
SRR3965873	bowtie2	spades	spades	NODE_3351_length_3456_cov_2.170688	147
SRR3965873	bowtie2	spades	spades	NODE_3407_length_3422_cov_1.921156	142
SRR3965873	bowtie2	spades	spades	NODE_3493_length_3383_cov_1.799635	133
SRR3965873	bowtie2	spades	spades	NODE_3723_length_3261_cov_1.992094	142
SRR3965873	bowtie2	spades	spades	NODE_3815_length_3220_cov_1.830503	120
SRR3965873	bowtie2	spades	spades	NODE_3870_length_3198_cov_1.599871	106
SRR3965873	bowtie2	spades	spades	NODE_3908_length_3179_cov_2.088961	143
SRR3965873	bowtie2	spades	spades	NODE_3912_length_3176_cov_1.852779	120
SRR3965873	bowtie2	spades	spades	NODE_3941_length_3169_cov_1.506189	99
SRR3965873	bowtie2	spades	spades	NODE_3955_length_3161_cov_1.983671	123
SRR3965873	bowtie2	spades	spades	NODE_4128_length_3086_cov_1.639438	106
SRR3965873	bowtie2	spades	spades	NODE_4225_length_3048_cov_1.336385	88
SRR3965873	bowtie2	spades	spades	NODE_4345_length_3006_cov_2.915377	193
SRR3965873	bowtie2	spades	spades	NODE_4417_length_2977_cov_1.512161	92
SRR3965873	bowtie2	spades	spades	NODE_4552_length_2926_cov_2.576937	151
SRR3965873	bowtie2	spades	spades	NODE_4698_length_2880_cov_1.773822	104
SRR3965873	bowtie2	spades	spades	NODE_4880_length_2819_cov_2.116176	114
SRR3965873	bowtie2	spades	spades	NODE_4920_length_2809_cov_2.095203	124
SRR3965873	bowtie2	spades	spades	NODE_5155_length_2740_cov_1.360848	81
SRR3965873	bowtie2	spades	spades	NODE_5184_length_2731_cov_1.947948	106
SRR3965873	bowtie2	spades	spades	NODE_5212_length_2723_cov_1.360137	77
SRR3965873	bowtie2	spades	spades	NODE_5216_length_2722_cov_1.528021	93
