qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000164__NC_022344_00310|IncP	NODE_1487_length_11502_cov_0.159256	858	11502	36	858	7166	7988	826	113	85.59299999999998	96.0	96.0	minus	0.0	861	replicon
CP017058_00081|rep_cluster_2238	NODE_1487_length_11502_cov_0.159256	843	11502	20	776	7224	7983	762	90	87.27	90.0	90.0	minus	0.0	863	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_247_length_29462_cov_1.055478	960	29462	1	960	12989	13948	962	86	90.644	100.0	100.0	minus	0.0	1275	replicon
CP010360_00062|MOBP	NODE_1487_length_11502_cov_0.159256	667	11502	15	664	2394	4337	650	81	87.23100000000002	97.0	97.0	minus	0.0	1018	relaxase
NC_020542_00048|MOBQ	NODE_247_length_29462_cov_1.055478	1071	29462	1	1066	69	3266	1070	81	91.682	99.0	99.0	minus	0.0	1727	relaxase
CP015441_00197|MOBF	NODE_29_length_74345_cov_0.685316	1008	74345	194	1008	50630	53074	815	27	96.687	81.0	92.0	minus	0.0	1551	relaxase
NC_008036_00003|MOBQ	NODE_55_length_58473_cov_0.575307	961	58473	1	961	25934	28816	961	84	91.259	100.0	100.0	plus	0.0	1718	relaxase
CP032092_00035|MOBH	NODE_867_length_15320_cov_0.194468	747	15320	1	747	2395	4635	747	13	98.26	100.0	100.0	minus	0.0	1408	relaxase
NC_020542_00042|MPF_T	NODE_247_length_29462_cov_1.055478	520	29462	1	142	5171	5596	142	17	88.02799999999998	27.0	99.0	plus	4.04e-70	240	mate-pair-formation
NC_020542_00042|MPF_T	NODE_247_length_29462_cov_1.055478	520	29462	141	519	9491	10627	379	16	95.778	73.0	99.0	plus	0.0	719	mate-pair-formation
NC_017958_00033|MPF_G	NODE_30_length_74169_cov_0.263210	464	74169	1	464	24279	25673	465	84	81.72	100.0	100.0	minus	0.0	696	mate-pair-formation
NC_017958_00034|MPF_G	NODE_30_length_74169_cov_0.263210	316	74169	25	315	25690	26562	291	45	84.536	92.0	92.0	minus	2.2299999999999984e-177	540	mate-pair-formation
NC_017958_00038|MPF_T	NODE_30_length_74169_cov_0.263210	963	74169	1	962	28678	31545	963	163	82.243	99.0	99.0	minus	0.0	1566	mate-pair-formation
NC_017958_00039|MPF_G	NODE_30_length_74169_cov_0.263210	149	74169	27	149	31548	31910	123	21	81.301	83.0	83.0	minus	1.54e-59	194	mate-pair-formation
NC_017958_00042|MPF_G	NODE_30_length_74169_cov_0.263210	230	74169	1	223	34264	34932	223	40	82.06299999999997	97.0	97.0	minus	5.149999999999997e-120	371	mate-pair-formation
NC_017958_00056|MPF_F	NODE_30_length_74169_cov_0.263210	730	74169	1	692	38719	40794	692	61	91.185	95.0	95.0	minus	0.0	1221	mate-pair-formation
