sample	ali	prev	target	contig	reads
SRR3965758	bowtie2	spades	spades	NODE_292_length_9159_cov_1.909161	381
SRR3965758	bowtie2	spades	spades	NODE_336_length_8606_cov_2.404255	452
SRR3965758	bowtie2	spades	spades	NODE_390_length_8145_cov_2.073577	357
SRR3965758	bowtie2	spades	spades	NODE_480_length_7457_cov_3.066186	497
SRR3965758	bowtie2	spades	spades	NODE_641_length_6488_cov_1.920019	265
SRR3965758	bowtie2	spades	spades	NODE_687_length_6301_cov_2.560303	373
SRR3965758	bowtie2	spades	spades	NODE_833_length_5782_cov_1.959001	238
SRR3965758	bowtie2	spades	spades	NODE_941_length_5456_cov_1.822475	221
SRR3965758	bowtie2	spades	spades	NODE_988_length_5330_cov_2.831581	304
SRR3965758	bowtie2	spades	spades	NODE_1053_length_5153_cov_2.951721	313
SRR3965758	bowtie2	spades	spades	NODE_1103_length_5057_cov_2.310407	257
SRR3965758	bowtie2	spades	spades	NODE_1156_length_4954_cov_1.465911	152
SRR3965758	bowtie2	spades	spades	NODE_1271_length_4736_cov_1.761268	179
SRR3965758	bowtie2	spades	spades	NODE_1281_length_4715_cov_3.173527	303
SRR3965758	bowtie2	spades	spades	NODE_1316_length_4653_cov_3.418094	341
SRR3965758	bowtie2	spades	spades	NODE_1389_length_4542_cov_2.113212	202
SRR3965758	bowtie2	spades	spades	NODE_1400_length_4510_cov_2.298572	214
SRR3965758	bowtie2	spades	spades	NODE_1403_length_4504_cov_1.636549	165
SRR3965758	bowtie2	spades	spades	NODE_1447_length_4453_cov_2.723013	255
SRR3965758	bowtie2	spades	spades	NODE_1503_length_4364_cov_1.966237	178
SRR3965758	bowtie2	spades	spades	NODE_1675_length_4170_cov_2.515352	230
SRR3965758	bowtie2	spades	spades	NODE_1890_length_3944_cov_1.718856	152
SRR3965758	bowtie2	spades	spades	NODE_2030_length_3830_cov_1.792013	148
SRR3965758	bowtie2	spades	spades	NODE_2038_length_3826_cov_2.377784	181
SRR3965758	bowtie2	spades	spades	NODE_2132_length_3751_cov_2.779847	220
SRR3965758	bowtie2	spades	spades	NODE_2135_length_3750_cov_1.676253	133
SRR3965758	bowtie2	spades	spades	NODE_2190_length_3709_cov_2.191413	169
SRR3965758	bowtie2	spades	spades	NODE_2245_length_3670_cov_3.674881	278
SRR3965758	bowtie2	spades	spades	NODE_2402_length_3565_cov_2.222735	170
SRR3965758	bowtie2	spades	spades	NODE_2460_length_3532_cov_1.631809	116
SRR3965758	bowtie2	spades	spades	NODE_2617_length_3435_cov_2.010192	147
SRR3965758	bowtie2	spades	spades	NODE_2789_length_3360_cov_2.847899	208
SRR3965758	bowtie2	spades	spades	NODE_2820_length_3340_cov_1.370565	98
SRR3965758	bowtie2	spades	spades	NODE_2912_length_3283_cov_2.548367	173
SRR3965758	bowtie2	spades	spades	NODE_2925_length_3277_cov_1.534298	93
SRR3965758	bowtie2	spades	spades	NODE_2995_length_3238_cov_1.813953	123
SRR3965758	bowtie2	spades	spades	NODE_3059_length_3212_cov_2.076775	137
SRR3965758	bowtie2	spades	spades	NODE_3209_length_3143_cov_1.762484	124
SRR3965758	bowtie2	spades	spades	NODE_3261_length_3122_cov_2.203109	141
SRR3965758	bowtie2	spades	spades	NODE_3299_length_3104_cov_2.391348	159
SRR3965758	bowtie2	spades	spades	NODE_3302_length_3104_cov_1.812646	122
SRR3965758	bowtie2	spades	spades	NODE_3604_length_2979_cov_1.823264	120
SRR3965758	bowtie2	spades	spades	NODE_3656_length_2964_cov_2.860035	173
SRR3965758	bowtie2	spades	spades	NODE_3659_length_2964_cov_1.255497	73
SRR3965758	bowtie2	spades	spades	NODE_3670_length_2958_cov_1.509619	97
SRR3965758	bowtie2	spades	spades	NODE_3683_length_2954_cov_3.487566	207
SRR3965758	bowtie2	spades	spades	NODE_3700_length_2950_cov_1.386531	79
SRR3965758	bowtie2	spades	spades	NODE_3707_length_2948_cov_2.232362	134
SRR3965758	bowtie2	spades	spades	NODE_3708_length_2948_cov_1.462267	96
SRR3965758	bowtie2	spades	spades	NODE_3769_length_2923_cov_1.711402	104
SRR3965758	bowtie2	spades	spades	NODE_3801_length_2914_cov_2.647247	171
SRR3965758	bowtie2	spades	spades	NODE_3999_length_2851_cov_1.927326	120
SRR3965758	bowtie2	spades	spades	NODE_4076_length_2828_cov_2.032979	117
SRR3965758	bowtie2	spades	spades	NODE_4136_length_2809_cov_3.316236	203
SRR3965758	bowtie2	spades	spades	NODE_4330_length_2752_cov_1.915190	105
SRR3965758	bowtie2	spades	spades	NODE_4379_length_2740_cov_2.789095	167
SRR3965758	bowtie2	spades	spades	NODE_4382_length_2740_cov_1.308595	73
SRR3965758	bowtie2	spades	spades	NODE_4496_length_2710_cov_2.723861	159
SRR3965758	bowtie2	spades	spades	NODE_4522_length_2703_cov_1.513441	89
