sample	ali	prev	target	contig	reads
SRR3965874	bowtie2	spades	spades	NODE_204_length_7242_cov_2.105418	320
SRR3965874	bowtie2	spades	spades	NODE_218_length_6986_cov_1.946566	295
SRR3965874	bowtie2	spades	spades	NODE_660_length_4379_cov_1.878037	165
SRR3965874	bowtie2	spades	spades	NODE_666_length_4360_cov_1.643511	144
SRR3965874	bowtie2	spades	spades	NODE_690_length_4303_cov_2.276879	199
SRR3965874	bowtie2	spades	spades	NODE_1085_length_3617_cov_1.670267	125
SRR3965874	bowtie2	spades	spades	NODE_1804_length_2960_cov_1.293953	78
SRR3965874	bowtie2	spades	spades	NODE_1883_length_2905_cov_1.281183	76
SRR3965874	bowtie2	spades	spades	NODE_1909_length_2889_cov_2.319713	135
SRR3965874	bowtie2	spades	spades	NODE_1972_length_2856_cov_1.230686	79
SRR3965874	bowtie2	spades	spades	NODE_2475_length_2630_cov_1.747136	89
SRR3965874	bowtie2	spades	spades	NODE_2496_length_2619_cov_1.712302	94
SRR3965874	bowtie2	spades	spades	NODE_2800_length_2509_cov_1.242324	69
SRR3965874	bowtie2	spades	spades	NODE_3573_length_2281_cov_1.363886	65
SRR3965874	bowtie2	spades	spades	NODE_3870_length_2210_cov_2.757935	110
SRR3965874	bowtie2	spades	spades	NODE_4299_length_2121_cov_1.168645	56
SRR3965874	bowtie2	spades	spades	NODE_4376_length_2102_cov_2.054418	88
SRR3965874	bowtie2	spades	spades	NODE_4604_length_2054_cov_1.130946	46
SRR3965874	bowtie2	spades	spades	NODE_4831_length_2012_cov_1.457397	54
SRR3965874	bowtie2	spades	spades	NODE_5162_length_1957_cov_1.328310	47
SRR3965874	bowtie2	spades	spades	NODE_5449_length_1910_cov_0.860298	31
SRR3965874	bowtie2	spades	spades	NODE_5484_length_1905_cov_1.289037	51
SRR3965874	bowtie2	spades	spades	NODE_5919_length_1848_cov_0.930246	39
SRR3965874	bowtie2	spades	spades	NODE_6034_length_1833_cov_1.381776	50
SRR3965874	bowtie2	spades	spades	NODE_6053_length_1830_cov_1.282496	53
SRR3965874	bowtie2	spades	spades	NODE_6383_length_1788_cov_1.184725	45
SRR3965874	bowtie2	spades	spades	NODE_6868_length_1732_cov_1.025107	37
SRR3965874	bowtie2	spades	spades	NODE_7126_length_1704_cov_1.249844	44
SRR3965874	bowtie2	spades	spades	NODE_7154_length_1700_cov_1.134291	42
SRR3965874	bowtie2	spades	spades	NODE_7407_length_1676_cov_1.212429	40
SRR3965874	bowtie2	spades	spades	NODE_7461_length_1670_cov_1.318905	46
SRR3965874	bowtie2	spades	spades	NODE_7473_length_1669_cov_1.178981	38
SRR3965874	bowtie2	spades	spades	NODE_7502_length_1667_cov_0.989158	32
SRR3965874	bowtie2	spades	spades	NODE_7609_length_1655_cov_1.382391	45
SRR3965874	bowtie2	spades	spades	NODE_7610_length_1655_cov_1.328406	45
SRR3965874	bowtie2	spades	spades	NODE_7741_length_1643_cov_1.185881	39
SRR3965874	bowtie2	spades	spades	NODE_7850_length_1634_cov_1.548534	49
SRR3965874	bowtie2	spades	spades	NODE_8336_length_1594_cov_1.167893	39
SRR3965874	bowtie2	spades	spades	NODE_8706_length_1562_cov_1.775803	51
SRR3965874	bowtie2	spades	spades	NODE_8718_length_1561_cov_1.450752	48
SRR3965874	bowtie2	spades	spades	NODE_8721_length_1561_cov_1.307798	37
SRR3965874	bowtie2	spades	spades	NODE_9125_length_1530_cov_1.408805	45
SRR3965874	bowtie2	spades	spades	NODE_9329_length_1515_cov_1.119350	35
SRR3965874	bowtie2	spades	spades	NODE_9355_length_1513_cov_1.292079	35
SRR3965874	bowtie2	spades	spades	NODE_9461_length_1506_cov_0.861407	24
SRR3965874	bowtie2	spades	spades	NODE_9547_length_1500_cov_0.968594	28
SRR3965874	bowtie2	spades	spades	NODE_9749_length_1485_cov_1.316739	41
SRR3965874	bowtie2	spades	spades	NODE_9762_length_1484_cov_1.023827	31
SRR3965874	bowtie2	spades	spades	NODE_9915_length_1474_cov_1.289455	37
SRR3965874	bowtie2	spades	spades	NODE_10396_length_1444_cov_1.137546	38
SRR3965874	bowtie2	spades	spades	NODE_10584_length_1433_cov_1.229385	29
SRR3965874	bowtie2	spades	spades	NODE_10781_length_1421_cov_1.306354	38
SRR3965874	bowtie2	spades	spades	NODE_11069_length_1404_cov_1.306513	30
SRR3965874	bowtie2	spades	spades	NODE_11214_length_1396_cov_0.992290	26
SRR3965874	bowtie2	spades	spades	NODE_11307_length_1391_cov_1.385449	41
SRR3965874	bowtie2	spades	spades	NODE_11316_length_1391_cov_1.028638	26
SRR3965874	bowtie2	spades	spades	NODE_11345_length_1389_cov_2.232558	65
SRR3965874	bowtie2	spades	spades	NODE_11636_length_1372_cov_1.006284	29
SRR3965874	bowtie2	spades	spades	NODE_12360_length_1335_cov_1.050162	31
SRR3965874	bowtie2	spades	spades	NODE_12363_length_1335_cov_1.004045	30
SRR3965874	bowtie2	spades	spades	NODE_12683_length_1320_cov_0.987715	26
SRR3965874	bowtie2	spades	spades	NODE_12874_length_1310_cov_1.503716	40
SRR3965874	bowtie2	spades	spades	NODE_13064_length_1302_cov_1.309227	36
SRR3965874	bowtie2	spades	spades	NODE_13371_length_1289_cov_1.241176	31
SRR3965874	bowtie2	spades	spades	NODE_14379_length_1245_cov_2.089878	58
SRR3965874	bowtie2	spades	spades	NODE_14587_length_1237_cov_1.586995	39
SRR3965874	bowtie2	spades	spades	NODE_14674_length_1234_cov_1.132159	27
SRR3965874	bowtie2	spades	spades	NODE_15017_length_1220_cov_1.681534	42
SRR3965874	bowtie2	spades	spades	NODE_15057_length_1219_cov_1.085714	28
SRR3965874	bowtie2	spades	spades	NODE_15242_length_1213_cov_1.167864	26
SRR3965874	bowtie2	spades	spades	NODE_15793_length_1194_cov_1.357078	25
SRR3965874	bowtie2	spades	spades	NODE_15894_length_1191_cov_0.930403	21
