qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000650__CP004847_00158|rep_cluster_1331	NODE_122_length_47211_cov_0.247962	909	47211	1	895	37883	38777	895	124	86.145	98.0	98.0	minus	0.0	966	replicon
001980__CP014798_00109|rep_cluster_579	NODE_146954_length_1179_cov_0.106481	1194	1179	193	1194	178	1179	1002	0	100.0	84.0	84.0	minus	0.0	1851	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_2199_length_10455_cov_0.313828	960	10455	1	960	7811	8770	962	86	90.644	100.0	100.0	minus	0.0	1275	replicon
001531__CP014802_00143|rep_cluster_252	NODE_296_length_29673_cov_0.215696	1392	29673	1	1371	20050	21417	1378	254	80.334	98.0	98.0	plus	0.0	1027	replicon
001643__CP012910_00131|rep_cluster_33	NODE_362_length_27172_cov_0.354006	1500	27172	2	1500	8775	10273	1502	267	81.824	99.0	99.0	plus	0.0	1256	replicon
000954__CP012698|rep_cluster_1579	NODE_385_length_26398_cov_0.129929	798	26398	28	768	20433	21173	742	100	86.25299999999999	93.0	93.0	plus	0.0	804	replicon
002232__NC_019376_00020|rep_cluster_754	NODE_3987_length_7680_cov_0.298114	1104	7680	1	1104	5386	6489	1104	0	100.0	100.0	100.0	plus	0.0	2039	replicon
002059__CP015092_00011|rep_cluster_613	NODE_44247_length_2227_cov_0.038534	1182	2227	194	1182	1239	2227	989	10	98.989	84.0	84.0	minus	0.0	1772	replicon
001984__CP010861_00001|rep_cluster_579	NODE_47902_length_2135_cov_0.188605	1194	2135	43	1194	1	1152	1152	25	97.83	96.0	96.0	plus	0.0	1989	replicon
001530__CP010865_00002|rep_cluster_252	NODE_538_length_21920_cov_0.198479	1389	21920	118	1364	9526	10772	1253	206	82.602	90.0	90.0	minus	0.0	1096	replicon
000637__CP004038_00178|rep_cluster_1319	NODE_54959_length_1988_cov_0.231339	912	1988	10	903	655	1548	894	70	92.17	98.0	98.0	minus	0.0	1264	replicon
NC_020542_00048|MOBQ	NODE_1361_length_13318_cov_0.324079	1071	13318	1	1066	2089	5286	1070	81	91.682	99.0	99.0	plus	0.0	1725	relaxase
CP010958_00012|MOBQ	NODE_144_length_43729_cov_0.283383	996	43729	1	996	173	3160	996	64	93.574	100.0	100.0	plus	0.0	1669	relaxase
CP009573_00015|MOBQ	NODE_144_length_43729_cov_0.283383	980	43729	652	980	12797	13756	329	43	84.195	34.0	100.0	plus	4.389999999999997e-164	531	relaxase
AP012223_00131|MOBP	NODE_14582_length_3954_cov_0.083009	373	3954	1	340	2920	3939	340	4	98.824	91.0	91.0	plus	0.0	645	relaxase
NC_008036_00003|MOBQ	NODE_1643_length_12153_cov_0.197611	961	12153	1	961	8716	11598	961	84	91.259	100.0	100.0	plus	0.0	1718	relaxase
CP022420_00118|MOBP	NODE_189_length_36682_cov_0.179920	624	36682	1	624	22727	24598	624	10	98.397	100.0	100.0	minus	0.0	1101	relaxase
CP004037_00256|MOBP	NODE_2044_length_10890_cov_0.104254	368	10890	1	368	5615	6718	368	41	88.859	100.0	100.0	plus	0.0	607	relaxase
CP015441_00197|MOBF	NODE_3418_length_8305_cov_0.394346	1008	8305	104	1008	1	2715	905	25	97.238	90.0	90.0	plus	0.0	1751	relaxase
NC_023148_00033|MOBP	NODE_37853_length_2417_cov_0.141933	777	2417	1	629	511	2415	635	33	93.858	81.0	81.0	plus	0.0	1206	relaxase
CP022750_00078|MOBP	NODE_387_length_26304_cov_0.185652	368	26304	1	349	4977	6023	349	17	95.129	95.0	95.0	plus	0.0	647	relaxase
CP032092_00035|MOBH	NODE_594_length_20864_cov_1.392921	747	20864	1	747	10702	12942	747	14	98.126	100.0	100.0	plus	0.0	1405	relaxase
NC_009507_00291|MPF_F	NODE_11280_length_4503_cov_0.091281	340	4503	24	340	1040	1990	317	30	90.536	93.0	93.0	plus	0.0	605	mate-pair-formation
NC_020562_00052|MPF_F	NODE_12124_length_4342_cov_0.093330	188	4342	39	188	3837	4280	150	23	83.333	80.0	80.0	minus	2.0699999999999996e-81	259	mate-pair-formation
NC_020562_00040|MPF_F	NODE_128007_length_1270_cov_0.056362	248	1270	23	245	352	1020	223	39	82.51100000000002	90.0	90.0	plus	7.139999999999996e-135	383	mate-pair-formation
NC_020562_00037|MPF_F	NODE_21560_length_3235_cov_0.111926	309	3235	28	307	1	840	280	44	84.286	91.0	91.0	plus	8.619999999999996e-163	478	mate-pair-formation
NC_020542_00042|MPF_T	NODE_2199_length_10455_cov_0.313828	520	10455	4	142	2	418	139	17	87.77	27.0	99.0	plus	1.2499999999999996e-67	233	mate-pair-formation
NC_020542_00042|MPF_T	NODE_2199_length_10455_cov_0.313828	520	10455	141	519	4313	5449	379	16	95.778	73.0	99.0	plus	0.0	719	mate-pair-formation
NC_009507_00285|MPF_T	NODE_22333_length_3177_cov_0.088369	864	3177	2	849	262	2805	848	109	87.146	98.0	98.0	plus	0.0	1514	mate-pair-formation
NC_020562_00037|MPF_F	NODE_23764_length_3077_cov_0.095702	309	3077	1	307	1587	2507	307	58	81.107	99.0	99.0	plus	2.4699999999999997e-174	506	mate-pair-formation
NC_009507_00291|MPF_F	NODE_2540_length_9656_cov_0.119075	340	9656	29	340	4166	5101	312	21	93.269	92.0	92.0	minus	0.0	627	mate-pair-formation
NC_023148_00034|MPF_T	NODE_4051_length_7605_cov_0.160938	667	7605	1	645	5097	7031	645	30	95.349	97.0	97.0	minus	0.0	1171	mate-pair-formation
