sample	ali	prev	target	contig	reads
SRR3963622	bowtie2	spades	spades	NODE_239_length_8313_cov_2.352204	393
SRR3963622	bowtie2	spades	spades	NODE_341_length_7178_cov_2.562791	379
SRR3963622	bowtie2	spades	spades	NODE_357_length_7068_cov_3.423303	515
SRR3963622	bowtie2	spades	spades	NODE_849_length_5137_cov_1.426161	158
SRR3963622	bowtie2	spades	spades	NODE_2197_length_3512_cov_1.884559	142
SRR3963622	bowtie2	spades	spades	NODE_2720_length_3192_cov_2.188167	150
SRR3963622	bowtie2	spades	spades	NODE_3132_length_3019_cov_1.812329	121
SRR3963622	bowtie2	spades	spades	NODE_3780_length_2798_cov_2.470545	148
SRR3963622	bowtie2	spades	spades	NODE_4452_length_2599_cov_1.220400	66
SRR3963622	bowtie2	spades	spades	NODE_5375_length_2374_cov_1.246593	66
SRR3963622	bowtie2	spades	spades	NODE_6227_length_2223_cov_1.609228	88
SRR3963622	bowtie2	spades	spades	NODE_6640_length_2160_cov_1.710820	72
SRR3963622	bowtie2	spades	spades	NODE_6763_length_2142_cov_1.224180	52
SRR3963622	bowtie2	spades	spades	NODE_7197_length_2085_cov_1.659114	75
SRR3963622	bowtie2	spades	spades	NODE_7276_length_2075_cov_1.270749	52
SRR3963622	bowtie2	spades	spades	NODE_7292_length_2073_cov_1.099291	50
SRR3963622	bowtie2	spades	spades	NODE_10225_length_1774_cov_1.664478	58
SRR3963622	bowtie2	spades	spades	NODE_10463_length_1755_cov_0.798309	29
SRR3963622	bowtie2	spades	spades	NODE_11349_length_1688_cov_1.073631	30
SRR3963622	bowtie2	spades	spades	NODE_13522_length_1556_cov_1.611531	51
SRR3963622	bowtie2	spades	spades	NODE_13710_length_1546_cov_1.051831	36
SRR3963622	bowtie2	spades	spades	NODE_14028_length_1529_cov_0.819580	30
SRR3963622	bowtie2	spades	spades	NODE_14422_length_1509_cov_1.394326	46
SRR3963622	bowtie2	spades	spades	NODE_14633_length_1498_cov_1.186562	38
SRR3963622	bowtie2	spades	spades	NODE_15399_length_1461_cov_1.367107	38
SRR3963622	bowtie2	spades	spades	NODE_15615_length_1452_cov_1.157428	36
SRR3963622	bowtie2	spades	spades	NODE_15983_length_1437_cov_1.245142	38
SRR3963622	bowtie2	spades	spades	NODE_16135_length_1430_cov_0.924117	27
SRR3963622	bowtie2	spades	spades	NODE_16534_length_1414_cov_6.274525	160
SRR3963622	bowtie2	spades	spades	NODE_16839_length_1403_cov_0.955521	26
SRR3963622	bowtie2	spades	spades	NODE_17126_length_1392_cov_1.518175	40
SRR3963622	bowtie2	spades	spades	NODE_17575_length_1375_cov_0.889498	25
SRR3963622	bowtie2	spades	spades	NODE_17827_length_1365_cov_0.965245	27
SRR3963622	bowtie2	spades	spades	NODE_19232_length_1317_cov_0.881773	19
SRR3963622	bowtie2	spades	spades	NODE_19701_length_1301_cov_1.176373	28
SRR3963622	bowtie2	spades	spades	NODE_20400_length_1279_cov_1.110169	29
SRR3963622	bowtie2	spades	spades	NODE_20744_length_1269_cov_1.412821	36
SRR3963622	bowtie2	spades	spades	NODE_21252_length_1255_cov_0.835640	24
SRR3963622	bowtie2	spades	spades	NODE_21386_length_1251_cov_1.466146	38
SRR3963622	bowtie2	spades	spades	NODE_21859_length_1239_cov_1.038596	23
SRR3963622	bowtie2	spades	spades	NODE_22045_length_1234_cov_1.187665	30
SRR3963622	bowtie2	spades	spades	NODE_22189_length_1230_cov_1.383731	30
SRR3963622	bowtie2	spades	spades	NODE_22631_length_1218_cov_1.274352	31
SRR3963622	bowtie2	spades	spades	NODE_22752_length_1215_cov_0.955197	23
SRR3963622	bowtie2	spades	spades	NODE_22756_length_1215_cov_0.879928	22
SRR3963622	bowtie2	spades	spades	NODE_23630_length_1193_cov_0.781536	19
SRR3963622	bowtie2	spades	spades	NODE_24526_length_1172_cov_1.268406	29
SRR3963622	bowtie2	spades	spades	NODE_24624_length_1170_cov_0.969188	22
SRR3963622	bowtie2	spades	spades	NODE_24877_length_1164_cov_1.646948	36
SRR3963622	bowtie2	spades	spades	NODE_24939_length_1163_cov_0.940789	23
SRR3963622	bowtie2	spades	spades	NODE_25254_length_1155_cov_1.324811	28
SRR3963622	bowtie2	spades	spades	NODE_25725_length_1145_cov_3.239962	65
SRR3963622	bowtie2	spades	spades	NODE_26889_length_1120_cov_1.809011	38
SRR3963622	bowtie2	spades	spades	NODE_26963_length_1119_cov_1.192157	27
SRR3963622	bowtie2	spades	spades	NODE_27111_length_1116_cov_1.641101	38
SRR3963622	bowtie2	spades	spades	NODE_27470_length_1109_cov_1.243564	30
SRR3963622	bowtie2	spades	spades	NODE_28785_length_1084_cov_1.207107	28
SRR3963622	bowtie2	spades	spades	NODE_29295_length_1075_cov_0.699795	14
SRR3963622	bowtie2	spades	spades	NODE_30451_length_1054_cov_1.358115	26
SRR3963622	bowtie2	spades	spades	NODE_30464_length_1054_cov_1.128796	22
SRR3963622	bowtie2	spades	spades	NODE_31450_length_1038_cov_0.853035	18
SRR3963622	bowtie2	spades	spades	NODE_31508_length_1037_cov_1.078891	23
SRR3963622	bowtie2	spades	spades	NODE_32591_length_1020_cov_1.378936	32
SRR3963622	bowtie2	spades	spades	NODE_32732_length_1018_cov_1.289445	27
SRR3963622	bowtie2	spades	spades	NODE_32889_length_1016_cov_1.210469	25
SRR3963622	bowtie2	spades	spades	NODE_33072_length_1014_cov_0.739891	16
SRR3963622	bowtie2	spades	spades	NODE_33551_length_1006_cov_0.865491	17
SRR3963622	bowtie2	spades	spades	NODE_33794_length_1002_cov_1.102990	25
