sample	ali	prev	target	contig	reads
SRR3962293	bowtie2	spades	spades	NODE_29_length_32623_cov_3.141711	2224
SRR3962293	bowtie2	spades	spades	NODE_49_length_26827_cov_2.858538	1647
SRR3962293	bowtie2	spades	spades	NODE_110_length_19536_cov_3.104646	1311
SRR3962293	bowtie2	spades	spades	NODE_129_length_18371_cov_2.831327	1141
SRR3962293	bowtie2	spades	spades	NODE_139_length_17551_cov_2.820766	1080
SRR3962293	bowtie2	spades	spades	NODE_155_length_16840_cov_3.043426	1137
SRR3962293	bowtie2	spades	spades	NODE_157_length_16635_cov_3.280963	1203
SRR3962293	bowtie2	spades	spades	NODE_186_length_15270_cov_2.945554	983
SRR3962293	bowtie2	spades	spades	NODE_202_length_14430_cov_2.543577	789
SRR3962293	bowtie2	spades	spades	NODE_226_length_13981_cov_3.166042	972
SRR3962293	bowtie2	spades	spades	NODE_344_length_11705_cov_2.871101	741
SRR3962293	bowtie2	spades	spades	NODE_353_length_11605_cov_2.989049	755
SRR3962293	bowtie2	spades	spades	NODE_489_length_9919_cov_3.365988	712
SRR3962293	bowtie2	spades	spades	NODE_492_length_9865_cov_2.541675	569
SRR3962293	bowtie2	spades	spades	NODE_498_length_9794_cov_2.916349	609
SRR3962293	bowtie2	spades	spades	NODE_515_length_9624_cov_4.717270	999
SRR3962293	bowtie2	spades	spades	NODE_538_length_9425_cov_2.897169	605
SRR3962293	bowtie2	spades	spades	NODE_570_length_9172_cov_3.004960	607
SRR3962293	bowtie2	spades	spades	NODE_590_length_9022_cov_2.332287	467
SRR3962293	bowtie2	spades	spades	NODE_623_length_8770_cov_2.463384	460
SRR3962293	bowtie2	spades	spades	NODE_624_length_8759_cov_2.638568	516
SRR3962293	bowtie2	spades	spades	NODE_628_length_8695_cov_2.610051	515
SRR3962293	bowtie2	spades	spades	NODE_656_length_8474_cov_3.388060	628
SRR3962293	bowtie2	spades	spades	NODE_673_length_8385_cov_2.693459	497
SRR3962293	bowtie2	spades	spades	NODE_771_length_7885_cov_2.690727	474
SRR3962293	bowtie2	spades	spades	NODE_774_length_7872_cov_2.596681	474
SRR3962293	bowtie2	spades	spades	NODE_871_length_7411_cov_3.591493	579
SRR3962293	bowtie2	spades	spades	NODE_877_length_7391_cov_2.648108	427
SRR3962293	bowtie2	spades	spades	NODE_879_length_7381_cov_2.501648	400
SRR3962293	bowtie2	spades	spades	NODE_893_length_7308_cov_3.153558	510
SRR3962293	bowtie2	spades	spades	NODE_931_length_7165_cov_2.828616	443
SRR3962293	bowtie2	spades	spades	NODE_942_length_7123_cov_2.547694	409
SRR3962293	bowtie2	spades	spades	NODE_990_length_6932_cov_2.743305	433
SRR3962293	bowtie2	spades	spades	NODE_998_length_6902_cov_2.991180	453
SRR3962293	bowtie2	spades	spades	NODE_1004_length_6893_cov_2.747277	405
SRR3962293	bowtie2	spades	spades	NODE_1009_length_6875_cov_2.325708	348
SRR3962293	bowtie2	spades	spades	NODE_1015_length_6847_cov_2.703764	408
SRR3962293	bowtie2	spades	spades	NODE_1021_length_6829_cov_2.443834	356
SRR3962293	bowtie2	spades	spades	NODE_1115_length_6569_cov_2.318238	325
SRR3962293	bowtie2	spades	spades	NODE_1135_length_6505_cov_2.503590	350
SRR3962293	bowtie2	spades	spades	NODE_1137_length_6501_cov_2.505779	339
SRR3962293	bowtie2	spades	spades	NODE_1245_length_6227_cov_2.805157	368
SRR3962293	bowtie2	spades	spades	NODE_1266_length_6178_cov_2.361244	318
SRR3962293	bowtie2	spades	spades	NODE_1602_length_5505_cov_2.297817	298
SRR3962293	bowtie2	spades	spades	NODE_1606_length_5501_cov_2.404110	279
SRR3962293	bowtie2	spades	spades	NODE_1730_length_5299_cov_2.542692	277
SRR3962293	bowtie2	spades	spades	NODE_1779_length_5228_cov_3.013843	350
SRR3962293	bowtie2	spades	spades	NODE_1810_length_5185_cov_2.570979	295
SRR3962293	bowtie2	spades	spades	NODE_1957_length_5005_cov_2.155116	229
SRR3962293	bowtie2	spades	spades	NODE_1983_length_4971_cov_2.350985	251
SRR3962293	bowtie2	spades	spades	NODE_2147_length_4760_cov_2.627977	268
SRR3962293	bowtie2	spades	spades	NODE_2327_length_4594_cov_2.429143	233
SRR3962293	bowtie2	spades	spades	NODE_2415_length_4520_cov_2.747116	258
SRR3962293	bowtie2	spades	spades	NODE_2516_length_4411_cov_2.725417	258
SRR3962293	bowtie2	spades	spades	NODE_2523_length_4406_cov_2.390063	226
SRR3962293	bowtie2	spades	spades	NODE_2568_length_4368_cov_2.468025	234
SRR3962293	bowtie2	spades	spades	NODE_2667_length_4291_cov_2.697281	241
SRR3962293	bowtie2	spades	spades	NODE_2673_length_4287_cov_2.737345	257
SRR3962293	bowtie2	spades	spades	NODE_2685_length_4279_cov_2.232536	203
SRR3962293	bowtie2	spades	spades	NODE_2902_length_4125_cov_1.503974	125
SRR3962293	bowtie2	spades	spades	NODE_2981_length_4063_cov_2.122603	190
SRR3962293	bowtie2	spades	spades	NODE_3184_length_3936_cov_1.194944	104
SRR3962293	bowtie2	spades	spades	NODE_3250_length_3900_cov_2.253354	184
SRR3962293	bowtie2	spades	spades	NODE_3363_length_3842_cov_2.135720	181
SRR3962293	bowtie2	spades	spades	NODE_3452_length_3795_cov_2.488095	204
SRR3962293	bowtie2	spades	spades	NODE_3510_length_3763_cov_2.426856	202
SRR3962293	bowtie2	spades	spades	NODE_3572_length_3730_cov_2.780777	224
SRR3962293	bowtie2	spades	spades	NODE_3604_length_3709_cov_2.767036	228
SRR3962293	bowtie2	spades	spades	NODE_3641_length_3688_cov_2.763722	221
SRR3962293	bowtie2	spades	spades	NODE_3645_length_3686_cov_3.649010	276
SRR3962293	bowtie2	spades	spades	NODE_3854_length_3587_cov_2.579415	193
SRR3962293	bowtie2	spades	spades	NODE_3884_length_3575_cov_2.779056	206
SRR3962293	bowtie2	spades	spades	NODE_3950_length_3544_cov_2.098984	164
SRR3962293	bowtie2	spades	spades	NODE_3962_length_3539_cov_2.066860	139
SRR3962293	bowtie2	spades	spades	NODE_4087_length_3480_cov_2.769299	213
SRR3962293	bowtie2	spades	spades	NODE_4089_length_3480_cov_2.417036	172
SRR3962293	bowtie2	spades	spades	NODE_4090_length_3480_cov_2.327122	165
SRR3962293	bowtie2	spades	spades	NODE_4104_length_3475_cov_2.355154	178
SRR3962293	bowtie2	spades	spades	NODE_4163_length_3449_cov_2.930448	215
SRR3962293	bowtie2	spades	spades	NODE_4220_length_3429_cov_1.467568	111
SRR3962293	bowtie2	spades	spades	NODE_4317_length_3390_cov_2.676086	186
SRR3962293	bowtie2	spades	spades	NODE_4339_length_3380_cov_2.738494	196
SRR3962293	bowtie2	spades	spades	NODE_4387_length_3358_cov_1.318809	96
SRR3962293	bowtie2	spades	spades	NODE_4454_length_3333_cov_2.114719	156
SRR3962293	bowtie2	spades	spades	NODE_4525_length_3306_cov_2.407858	176
SRR3962293	bowtie2	spades	spades	NODE_4679_length_3250_cov_2.493494	162
SRR3962293	bowtie2	spades	spades	NODE_4737_length_3232_cov_1.284711	89
SRR3962293	bowtie2	spades	spades	NODE_4890_length_3187_cov_2.610751	185
SRR3962293	bowtie2	spades	spades	NODE_5085_length_3118_cov_2.546870	161
SRR3962293	bowtie2	spades	spades	NODE_5095_length_3117_cov_2.899602	182
SRR3962293	bowtie2	spades	spades	NODE_5124_length_3110_cov_2.417137	166
SRR3962293	bowtie2	spades	spades	NODE_5390_length_3034_cov_2.487564	159
SRR3962293	bowtie2	spades	spades	NODE_5449_length_3013_cov_1.421757	98
SRR3962293	bowtie2	spades	spades	NODE_5564_length_2980_cov_2.057272	140
SRR3962293	bowtie2	spades	spades	NODE_5570_length_2979_cov_1.748264	114
SRR3962293	bowtie2	spades	spades	NODE_5820_length_2921_cov_2.403969	151
SRR3962293	bowtie2	spades	spades	NODE_5960_length_2890_cov_1.690792	101
SRR3962293	bowtie2	spades	spades	NODE_6013_length_2880_cov_2.282273	139
SRR3962293	bowtie2	spades	spades	NODE_6126_length_2855_cov_1.182874	74
SRR3962293	bowtie2	spades	spades	NODE_6196_length_2838_cov_2.369478	148
SRR3962293	bowtie2	spades	spades	NODE_6238_length_2829_cov_2.691575	161
SRR3962293	bowtie2	spades	spades	NODE_6272_length_2825_cov_1.534850	95
SRR3962293	bowtie2	spades	spades	NODE_6420_length_2794_cov_1.533952	97
SRR3962293	bowtie2	spades	spades	NODE_6454_length_2786_cov_2.062523	120
SRR3962293	bowtie2	spades	spades	NODE_6636_length_2746_cov_2.431810	138
SRR3962293	bowtie2	spades	spades	NODE_6849_length_2707_cov_2.065567	125
SRR3962293	bowtie2	spades	spades	NODE_7018_length_2675_cov_2.527562	137
SRR3962293	bowtie2	spades	spades	NODE_7040_length_2669_cov_2.701946	148
SRR3962293	bowtie2	spades	spades	NODE_7175_length_2648_cov_1.839937	109
SRR3962293	bowtie2	spades	spades	NODE_7268_length_2633_cov_2.719811	151
SRR3962293	bowtie2	spades	spades	NODE_7528_length_2590_cov_1.585709	95
