sample	ali	prev	target	contig	reads
ERR599033	bowtie2	spades	spades	NODE_2_length_175539_cov_0.260556	30488
ERR599033	bowtie2	spades	spades	NODE_13_length_71507_cov_0.275683	12995
ERR599033	bowtie2	spades	spades	NODE_24_length_43364_cov_0.188328	5778
ERR599033	bowtie2	spades	spades	NODE_35_length_35472_cov_0.285755	7310
ERR599033	bowtie2	spades	spades	NODE_46_length_28652_cov_0.650650	13117
ERR599033	bowtie2	spades	spades	NODE_80_length_21675_cov_0.137699	2267
ERR599033	bowtie2	spades	spades	NODE_90_length_20845_cov_0.181095	2674
ERR599033	bowtie2	spades	spades	NODE_124_length_18841_cov_0.316562	3281
ERR599033	bowtie2	spades	spades	NODE_174_length_16993_cov_0.382384	4235
ERR599033	bowtie2	spades	spades	NODE_188_length_16258_cov_0.437589	4958
ERR599033	bowtie2	spades	spades	NODE_234_length_14894_cov_0.134775	1755
ERR599033	bowtie2	spades	spades	NODE_519_length_11304_cov_0.219277	1966
ERR599033	bowtie2	spades	spades	NODE_524_length_11254_cov_0.384402	3106
ERR599033	bowtie2	spades	spades	NODE_603_length_10629_cov_0.183096	1040
ERR599033	bowtie2	spades	spades	NODE_662_length_10274_cov_0.286880	2033
ERR599033	bowtie2	spades	spades	NODE_663_length_10258_cov_0.416281	2944
ERR599033	bowtie2	spades	spades	NODE_716_length_9933_cov_0.250763	1579
ERR599033	bowtie2	spades	spades	NODE_749_length_9765_cov_0.160356	1198
ERR599033	bowtie2	spades	spades	NODE_849_length_9239_cov_0.256127	1522
ERR599033	bowtie2	spades	spades	NODE_1437_length_7437_cov_0.279777	1407
ERR599033	bowtie2	spades	spades	NODE_1544_length_7190_cov_0.170639	643
ERR599033	bowtie2	spades	spades	NODE_1820_length_6719_cov_0.146677	534
ERR599033	bowtie2	spades	spades	NODE_2785_length_5623_cov_0.164736	500
ERR599033	bowtie2	spades	spades	NODE_3041_length_5407_cov_0.121891	434
ERR599033	bowtie2	spades	spades	NODE_3155_length_5320_cov_0.136755	548
ERR599033	bowtie2	spades	spades	NODE_3253_length_5245_cov_0.132336	482
ERR599033	bowtie2	spades	spades	NODE_3390_length_5151_cov_0.158947	448
ERR599033	bowtie2	spades	spades	NODE_3521_length_5058_cov_0.365195	1268
ERR599033	bowtie2	spades	spades	NODE_3827_length_4869_cov_0.161426	411
ERR599033	bowtie2	spades	spades	NODE_4742_length_4401_cov_0.098559	391
ERR599033	bowtie2	spades	spades	NODE_4982_length_4296_cov_0.181797	411
ERR599033	bowtie2	spades	spades	NODE_5210_length_4198_cov_0.172969	392
ERR599033	bowtie2	spades	spades	NODE_5845_length_3967_cov_0.218718	456
ERR599033	bowtie2	spades	spades	NODE_6101_length_3878_cov_0.080445	197
ERR599033	bowtie2	spades	spades	NODE_6188_length_3853_cov_0.131859	349
ERR599033	bowtie2	spades	spades	NODE_6795_length_3672_cov_0.173804	362
ERR599033	bowtie2	spades	spades	NODE_7442_length_3508_cov_0.097976	238
ERR599033	bowtie2	spades	spades	NODE_10193_length_2983_cov_0.362691	744
ERR599033	bowtie2	spades	spades	NODE_11361_length_2812_cov_0.186141	353
ERR599033	bowtie2	spades	spades	NODE_11727_length_2763_cov_0.135886	196
ERR599033	bowtie2	spades	spades	NODE_12093_length_2719_cov_0.412977	755
ERR599033	bowtie2	spades	spades	NODE_12376_length_2688_cov_0.131325	239
ERR599033	bowtie2	spades	spades	NODE_12694_length_2653_cov_0.099843	221
ERR599033	bowtie2	spades	spades	NODE_12869_length_2634_cov_0.101381	207
ERR599033	bowtie2	spades	spades	NODE_15283_length_2400_cov_0.139505	223
ERR599033	bowtie2	spades	spades	NODE_17119_length_2253_cov_0.104921	158
ERR599033	bowtie2	spades	spades	NODE_18471_length_2159_cov_0.084951	139
ERR599033	bowtie2	spades	spades	NODE_18788_length_2139_cov_0.055392	90
ERR599033	bowtie2	spades	spades	NODE_21650_length_1979_cov_0.139362	177
ERR599033	bowtie2	spades	spades	NODE_21723_length_1975_cov_0.091684	146
ERR599033	bowtie2	spades	spades	NODE_23618_length_1885_cov_0.094065	128
ERR599033	bowtie2	spades	spades	NODE_25614_length_1801_cov_0.092244	117
ERR599033	bowtie2	spades	spades	NODE_28964_length_1683_cov_0.164141	143
ERR599033	bowtie2	spades	spades	NODE_30181_length_1644_cov_0.107443	120
ERR599033	bowtie2	spades	spades	NODE_32768_length_1572_cov_0.084861	103
ERR599033	bowtie2	spades	spades	NODE_33642_length_1548_cov_0.093168	84
ERR599033	bowtie2	spades	spades	NODE_34024_length_1538_cov_0.225156	204
ERR599033	bowtie2	spades	spades	NODE_34905_length_1516_cov_0.083275	66
ERR599033	bowtie2	spades	spades	NODE_36238_length_1484_cov_0.078700	70
ERR599033	bowtie2	spades	spades	NODE_37538_length_1457_cov_0.074374	68
ERR599033	bowtie2	spades	spades	NODE_41255_length_1380_cov_0.054645	59
ERR599033	bowtie2	spades	spades	NODE_43561_length_1337_cov_0.075929	67
ERR599033	bowtie2	spades	spades	NODE_46175_length_1294_cov_0.028452	26
ERR599033	bowtie2	spades	spades	NODE_47037_length_1280_cov_0.094835	99
