sample	ali	prev	target	contig	reads
SRR3967319	bowtie2	spades	spades	NODE_532_length_7875_cov_6.709748	1098
SRR3967319	bowtie2	spades	spades	NODE_1324_length_5290_cov_2.798690	321
SRR3967319	bowtie2	spades	spades	NODE_1438_length_5081_cov_2.077278	219
SRR3967319	bowtie2	spades	spades	NODE_1927_length_4435_cov_1.754382	163
SRR3967319	bowtie2	spades	spades	NODE_1939_length_4426_cov_1.873122	168
SRR3967319	bowtie2	spades	spades	NODE_2972_length_3612_cov_1.947908	156
SRR3967319	bowtie2	spades	spades	NODE_3051_length_3565_cov_2.302943	165
SRR3967319	bowtie2	spades	spades	NODE_3155_length_3506_cov_1.910185	144
SRR3967319	bowtie2	spades	spades	NODE_3513_length_3331_cov_1.370050	100
SRR3967319	bowtie2	spades	spades	NODE_3744_length_3234_cov_3.039234	206
SRR3967319	bowtie2	spades	spades	NODE_4070_length_3114_cov_2.017247	135
SRR3967319	bowtie2	spades	spades	NODE_4498_length_2980_cov_2.130857	129
SRR3967319	bowtie2	spades	spades	NODE_4649_length_2932_cov_1.613837	98
SRR3967319	bowtie2	spades	spades	NODE_4755_length_2890_cov_1.764242	101
SRR3967319	bowtie2	spades	spades	NODE_5031_length_2814_cov_2.225783	132
SRR3967319	bowtie2	spades	spades	NODE_5136_length_2792_cov_2.105830	132
SRR3967319	bowtie2	spades	spades	NODE_6369_length_2519_cov_1.252066	65
SRR3967319	bowtie2	spades	spades	NODE_6437_length_2506_cov_2.321562	120
SRR3967319	bowtie2	spades	spades	NODE_6456_length_2504_cov_1.382121	70
SRR3967319	bowtie2	spades	spades	NODE_6837_length_2434_cov_3.312206	178
SRR3967319	bowtie2	spades	spades	NODE_7170_length_2380_cov_1.564665	77
SRR3967319	bowtie2	spades	spades	NODE_7649_length_2306_cov_2.247848	101
SRR3967319	bowtie2	spades	spades	NODE_7666_length_2304_cov_1.519728	72
SRR3967319	bowtie2	spades	spades	NODE_7739_length_2292_cov_1.402189	65
SRR3967319	bowtie2	spades	spades	NODE_7961_length_2262_cov_1.286177	63
SRR3967319	bowtie2	spades	spades	NODE_8002_length_2257_cov_1.066265	49
SRR3967319	bowtie2	spades	spades	NODE_8116_length_2241_cov_1.535014	70
SRR3967319	bowtie2	spades	spades	NODE_8262_length_2221_cov_1.690386	76
SRR3967319	bowtie2	spades	spades	NODE_8311_length_2214_cov_1.880378	89
SRR3967319	bowtie2	spades	spades	NODE_8349_length_2209_cov_2.106635	90
SRR3967319	bowtie2	spades	spades	NODE_8424_length_2200_cov_2.786292	134
SRR3967319	bowtie2	spades	spades	NODE_8519_length_2187_cov_1.907567	87
SRR3967319	bowtie2	spades	spades	NODE_8531_length_2186_cov_1.197413	50
SRR3967319	bowtie2	spades	spades	NODE_8662_length_2168_cov_1.288062	54
SRR3967319	bowtie2	spades	spades	NODE_8745_length_2158_cov_7.147159	211
SRR3967319	bowtie2	spades	spades	NODE_8859_length_2144_cov_2.410269	104
SRR3967319	bowtie2	spades	spades	NODE_9118_length_2113_cov_1.440914	59
SRR3967319	bowtie2	spades	spades	NODE_9130_length_2112_cov_1.775956	74
SRR3967319	bowtie2	spades	spades	NODE_9668_length_2058_cov_1.578356	66
SRR3967319	bowtie2	spades	spades	NODE_9778_length_2047_cov_1.661704	69
SRR3967319	bowtie2	spades	spades	NODE_9907_length_2032_cov_1.742369	68
SRR3967319	bowtie2	spades	spades	NODE_9999_length_2023_cov_0.911642	35
SRR3967319	bowtie2	spades	spades	NODE_10103_length_2012_cov_1.866702	70
SRR3967319	bowtie2	spades	spades	NODE_10219_length_2000_cov_3.115203	131
SRR3967319	bowtie2	spades	spades	NODE_10225_length_2000_cov_1.756444	73
SRR3967319	bowtie2	spades	spades	NODE_10250_length_1997_cov_1.829821	76
SRR3967319	bowtie2	spades	spades	NODE_10643_length_1960_cov_1.819989	71
SRR3967319	bowtie2	spades	spades	NODE_10798_length_1947_cov_1.908550	67
SRR3967319	bowtie2	spades	spades	NODE_11348_length_1900_cov_1.928373	76
SRR3967319	bowtie2	spades	spades	NODE_11709_length_1871_cov_1.785553	67
SRR3967319	bowtie2	spades	spades	NODE_11918_length_1855_cov_2.087130	80
SRR3967319	bowtie2	spades	spades	NODE_11985_length_1849_cov_1.758857	59
SRR3967319	bowtie2	spades	spades	NODE_12253_length_1832_cov_1.177149	39
SRR3967319	bowtie2	spades	spades	NODE_12419_length_1820_cov_2.660081	103
SRR3967319	bowtie2	spades	spades	NODE_12486_length_1816_cov_1.316249	46
SRR3967319	bowtie2	spades	spades	NODE_12549_length_1812_cov_1.011675	39
SRR3967319	bowtie2	spades	spades	NODE_13900_length_1725_cov_3.135916	105
SRR3967319	bowtie2	spades	spades	NODE_14392_length_1698_cov_0.898687	33
SRR3967319	bowtie2	spades	spades	NODE_14421_length_1696_cov_2.110833	70
SRR3967319	bowtie2	spades	spades	NODE_14747_length_1678_cov_1.959468	67
SRR3967319	bowtie2	spades	spades	NODE_15245_length_1653_cov_1.360360	46
SRR3967319	bowtie2	spades	spades	NODE_15438_length_1643_cov_1.613342	56
SRR3967319	bowtie2	spades	spades	NODE_15640_length_1633_cov_1.606910	53
SRR3967319	bowtie2	spades	spades	NODE_16048_length_1612_cov_1.362194	42
SRR3967319	bowtie2	spades	spades	NODE_16216_length_1604_cov_1.923588	59
SRR3967319	bowtie2	spades	spades	NODE_17466_length_1548_cov_1.477571	40
SRR3967319	bowtie2	spades	spades	NODE_18083_length_1523_cov_1.490871	47
SRR3967319	bowtie2	spades	spades	NODE_18437_length_1509_cov_1.427660	45
SRR3967319	bowtie2	spades	spades	NODE_18998_length_1487_cov_1.975504	57
SRR3967319	bowtie2	spades	spades	NODE_18999_length_1487_cov_1.960375	59
SRR3967319	bowtie2	spades	spades	NODE_19453_length_1470_cov_2.264770	68
SRR3967319	bowtie2	spades	spades	NODE_19894_length_1454_cov_1.478229	43
SRR3967319	bowtie2	spades	spades	NODE_19957_length_1452_cov_0.976349	27
SRR3967319	bowtie2	spades	spades	NODE_19966_length_1451_cov_2.657544	78
SRR3967319	bowtie2	spades	spades	NODE_20244_length_1442_cov_1.250186	34
SRR3967319	bowtie2	spades	spades	NODE_20498_length_1433_cov_1.944528	50
SRR3967319	bowtie2	spades	spades	NODE_21193_length_1411_cov_1.647104	48
SRR3967319	bowtie2	spades	spades	NODE_21394_length_1405_cov_1.401991	43
SRR3967319	bowtie2	spades	spades	NODE_21611_length_1398_cov_1.773672	51
SRR3967319	bowtie2	spades	spades	NODE_21620_length_1398_cov_1.501155	41
SRR3967319	bowtie2	spades	spades	NODE_21732_length_1395_cov_1.062500	29
SRR3967319	bowtie2	spades	spades	NODE_21794_length_1393_cov_1.380989	40
SRR3967319	bowtie2	spades	spades	NODE_21862_length_1391_cov_1.196594	33
SRR3967319	bowtie2	spades	spades	NODE_21889_length_1390_cov_1.711851	51
SRR3967319	bowtie2	spades	spades	NODE_22156_length_1382_cov_1.540140	42
SRR3967319	bowtie2	spades	spades	NODE_22275_length_1379_cov_1.711719	45
SRR3967319	bowtie2	spades	spades	NODE_23164_length_1353_cov_1.356459	36
SRR3967319	bowtie2	spades	spades	NODE_23312_length_1349_cov_1.150400	32
SRR3967319	bowtie2	spades	spades	NODE_24078_length_1328_cov_1.626526	40
SRR3967319	bowtie2	spades	spades	NODE_24972_length_1305_cov_0.928690	25
SRR3967319	bowtie2	spades	spades	NODE_25028_length_1303_cov_1.474252	37
SRR3967319	bowtie2	spades	spades	NODE_26176_length_1274_cov_1.683404	44
SRR3967319	bowtie2	spades	spades	NODE_27545_length_1243_cov_1.038462	23
SRR3967319	bowtie2	spades	spades	NODE_27571_length_1242_cov_1.619423	39
SRR3967319	bowtie2	spades	spades	NODE_28037_length_1231_cov_1.580389	43
SRR3967319	bowtie2	spades	spades	NODE_28209_length_1227_cov_1.788121	45
SRR3967319	bowtie2	spades	spades	NODE_28282_length_1226_cov_0.979592	23
SRR3967319	bowtie2	spades	spades	NODE_28346_length_1224_cov_1.816000	43
SRR3967319	bowtie2	spades	spades	NODE_28357_length_1224_cov_1.424000	33
SRR3967319	bowtie2	spades	spades	NODE_29298_length_1206_cov_1.582656	40
SRR3967319	bowtie2	spades	spades	NODE_29445_length_1203_cov_1.662138	44
SRR3967319	bowtie2	spades	spades	NODE_29575_length_1200_cov_1.482289	33
SRR3967319	bowtie2	spades	spades	NODE_30036_length_1190_cov_1.759853	46
SRR3967319	bowtie2	spades	spades	NODE_30056_length_1190_cov_1.238313	27
SRR3967319	bowtie2	spades	spades	NODE_31025_length_1172_cov_1.145387	24
SRR3967319	bowtie2	spades	spades	NODE_31040_length_1172_cov_0.791240	19
SRR3967319	bowtie2	spades	spades	NODE_32122_length_1152_cov_1.645774	37
SRR3967319	bowtie2	spades	spades	NODE_32404_length_1147_cov_2.180344	49
SRR3967319	bowtie2	spades	spades	NODE_32420_length_1147_cov_1.471374	29
SRR3967319	bowtie2	spades	spades	NODE_33898_length_1124_cov_0.882927	22
SRR3967319	bowtie2	spades	spades	NODE_33932_length_1123_cov_1.185547	27
SRR3967319	bowtie2	spades	spades	NODE_34020_length_1121_cov_2.445205	55
SRR3967319	bowtie2	spades	spades	NODE_34465_length_1114_cov_3.058128	67
SRR3967319	bowtie2	spades	spades	NODE_34771_length_1109_cov_2.051485	44
SRR3967319	bowtie2	spades	spades	NODE_34955_length_1106_cov_1.750745	39
SRR3967319	bowtie2	spades	spades	NODE_35033_length_1105_cov_1.379722	26
SRR3967319	bowtie2	spades	spades	NODE_35068_length_1104_cov_6.305473	105
SRR3967319	bowtie2	spades	spades	NODE_37174_length_1075_cov_1.405738	30
SRR3967319	bowtie2	spades	spades	NODE_37708_length_1068_cov_1.282766	27
SRR3967319	bowtie2	spades	spades	NODE_37837_length_1066_cov_1.773526	37
SRR3967319	bowtie2	spades	spades	NODE_37860_length_1066_cov_1.341262	28
SRR3967319	bowtie2	spades	spades	NODE_38610_length_1056_cov_1.535005	32
SRR3967319	bowtie2	spades	spades	NODE_38888_length_1052_cov_2.202518	46
SRR3967319	bowtie2	spades	spades	NODE_39223_length_1048_cov_1.172813	24
SRR3967319	bowtie2	spades	spades	NODE_39680_length_1042_cov_1.109226	25
SRR3967319	bowtie2	spades	spades	NODE_40183_length_1036_cov_1.068303	19
SRR3967319	bowtie2	spades	spades	NODE_40668_length_1030_cov_1.165414	23
SRR3967319	bowtie2	spades	spades	NODE_41247_length_1023_cov_0.955628	21
SRR3967319	bowtie2	spades	spades	NODE_41295_length_1022_cov_1.332611	25
SRR3967319	bowtie2	spades	spades	NODE_41788_length_1016_cov_1.787350	40
SRR3967319	bowtie2	spades	spades	NODE_41851_length_1015_cov_2.746725	56
SRR3967319	bowtie2	spades	spades	NODE_42239_length_1011_cov_1.361842	23
SRR3967319	bowtie2	spades	spades	NODE_42564_length_1008_cov_0.658966	15
