sample	ali	prev	target	contig	reads
SRR3960575	bowtie2	spades	spades	NODE_206_length_19254_cov_4.501592	1821
SRR3960575	bowtie2	spades	spades	NODE_957_length_9303_cov_3.756193	755
SRR3960575	bowtie2	spades	spades	NODE_1553_length_7117_cov_2.943431	456
SRR3960575	bowtie2	spades	spades	NODE_1677_length_6803_cov_3.696301	526
SRR3960575	bowtie2	spades	spades	NODE_1855_length_6436_cov_2.282310	326
SRR3960575	bowtie2	spades	spades	NODE_2017_length_6092_cov_2.135325	271
SRR3960575	bowtie2	spades	spades	NODE_2100_length_5960_cov_3.508446	451
SRR3960575	bowtie2	spades	spades	NODE_2113_length_5940_cov_3.809279	480
SRR3960575	bowtie2	spades	spades	NODE_2262_length_5709_cov_3.890909	465
SRR3960575	bowtie2	spades	spades	NODE_2296_length_5659_cov_4.671223	565
SRR3960575	bowtie2	spades	spades	NODE_2605_length_5273_cov_1.861616	211
SRR3960575	bowtie2	spades	spades	NODE_2702_length_5177_cov_1.983064	220
SRR3960575	bowtie2	spades	spades	NODE_2900_length_4971_cov_1.838259	193
SRR3960575	bowtie2	spades	spades	NODE_2986_length_4897_cov_3.126511	326
SRR3960575	bowtie2	spades	spades	NODE_3283_length_4630_cov_2.491282	258
SRR3960575	bowtie2	spades	spades	NODE_3478_length_4500_cov_1.672120	155
SRR3960575	bowtie2	spades	spades	NODE_3575_length_4436_cov_1.915149	183
SRR3960575	bowtie2	spades	spades	NODE_4318_length_3970_cov_2.053216	166
SRR3960575	bowtie2	spades	spades	NODE_4911_length_3686_cov_3.316699	255
SRR3960575	bowtie2	spades	spades	NODE_5283_length_3530_cov_1.812300	134
SRR3960575	bowtie2	spades	spades	NODE_5659_length_3396_cov_2.488323	183
SRR3960575	bowtie2	spades	spades	NODE_6514_length_3108_cov_1.217016	71
SRR3960575	bowtie2	spades	spades	NODE_6856_length_3018_cov_1.965742	123
SRR3960575	bowtie2	spades	spades	NODE_6971_length_2988_cov_2.120111	130
SRR3960575	bowtie2	spades	spades	NODE_7484_length_2864_cov_1.810127	108
SRR3960575	bowtie2	spades	spades	NODE_7572_length_2847_cov_1.970160	116
SRR3960575	bowtie2	spades	spades	NODE_7792_length_2801_cov_2.643597	161
SRR3960575	bowtie2	spades	spades	NODE_8042_length_2749_cov_2.123019	120
SRR3960575	bowtie2	spades	spades	NODE_8710_length_2632_cov_3.476115	191
