qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000446__CP012709_00010|rep_cluster_1166	NODE_110745_length_1432_cov_1.940735	954	1432	7	945	37	978	942	162	82.484	98.0	98.0	minus	0.0	822	replicon
001530__CP010865_00002|rep_cluster_252	NODE_120_length_55461_cov_0.363390	1389	55461	21	1368	30709	32056	1362	234	80.764	97.0	97.0	plus	0.0	1038	replicon
002214__JN180627_00016|rep_cluster_736	NODE_128317_length_1327_cov_0.094463	1095	1327	56	1085	201	1227	1033	189	80.833	94.0	94.0	minus	0.0	802	replicon
000637__CP004038_00178|rep_cluster_1319	NODE_18638_length_3636_cov_0.107718	912	3636	1	903	2189	3091	904	76	91.372	99.0	99.0	minus	0.0	1236	replicon
000497__CP012534_00001|rep_cluster_1207	NODE_19311_length_3565_cov_0.199077	942	3565	1	942	512	1453	942	10	98.938	100.0	100.0	minus	0.0	1685	replicon
001966__CP014598|rep_cluster_567	NODE_20687_length_3445_cov_0.106396	1200	3445	1	1169	36	1201	1173	201	81.927	97.0	97.0	minus	0.0	981	replicon
001613__CP014803_00046|rep_cluster_305	NODE_24305_length_3169_cov_0.144951	1356	3169	1	1356	1353	2708	1356	34	97.493	100.0	100.0	minus	0.0	2316	replicon
001980__CP014798_00109|rep_cluster_579	NODE_3413_length_8604_cov_0.257731	1194	8604	1	1194	4797	5990	1194	106	91.122	100.0	100.0	minus	0.0	1618	replicon
002400__CP004397_00001|rep_cluster_914	NODE_3593_length_8413_cov_0.173563	1035	8413	1	1028	2765	3792	1028	76	92.607	99.0	99.0	plus	0.0	1478	replicon
002232__NC_019376_00020|rep_cluster_754	NODE_42978_length_2342_cov_0.098529	1104	2342	15	1104	1	1090	1090	1	99.908	99.0	99.0	plus	0.0	2008	replicon
001965__CP012664_00035|rep_cluster_565	NODE_543_length_22899_cov_0.171667	1200	22899	52	1181	6676	7793	1132	188	81.979	94.0	94.0	plus	0.0	946	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_601_length_21648_cov_0.213096	960	21648	1	960	1686	2645	962	86	90.644	100.0	100.0	plus	0.0	1275	replicon
000404__NC_021668_00018|rep_cluster_1127	NODE_85130_length_1642_cov_0.084251	930	1642	1	930	581	1510	930	0	100.0	100.0	100.0	minus	0.0	1718	replicon
