sample	ali	prev	target	contig	reads
SRR3960579	bowtie2	spades	spades	NODE_1352_length_4061_cov_2.928319	271
SRR3960579	bowtie2	spades	spades	NODE_1887_length_3575_cov_3.039125	230
SRR3960579	bowtie2	spades	spades	NODE_5800_length_2234_cov_1.285714	62
SRR3960579	bowtie2	spades	spades	NODE_6109_length_2185_cov_1.010067	47
SRR3960579	bowtie2	spades	spades	NODE_8182_length_1922_cov_1.632474	62
SRR3960579	bowtie2	spades	spades	NODE_8939_length_1848_cov_0.925100	39
SRR3960579	bowtie2	spades	spades	NODE_9173_length_1825_cov_1.232329	46
SRR3960579	bowtie2	spades	spades	NODE_9615_length_1790_cov_0.955648	39
SRR3960579	bowtie2	spades	spades	NODE_10363_length_1737_cov_1.429182	56
SRR3960579	bowtie2	spades	spades	NODE_14026_length_1516_cov_0.874382	30
SRR3960579	bowtie2	spades	spades	NODE_14687_length_1484_cov_1.697473	53
SRR3960579	bowtie2	spades	spades	NODE_16856_length_1397_cov_7.049307	142
SRR3960579	bowtie2	spades	spades	NODE_18917_length_1325_cov_0.885808	23
SRR3960579	bowtie2	spades	spades	NODE_19091_length_1319_cov_1.281148	33
SRR3960579	bowtie2	spades	spades	NODE_20854_length_1268_cov_0.832335	22
SRR3960579	bowtie2	spades	spades	NODE_22442_length_1227_cov_1.363475	34
SRR3960579	bowtie2	spades	spades	NODE_23576_length_1200_cov_1.274296	25
SRR3960579	bowtie2	spades	spades	NODE_24831_length_1173_cov_1.063315	23
SRR3960579	bowtie2	spades	spades	NODE_26174_length_1145_cov_1.013384	21
SRR3960579	bowtie2	spades	spades	NODE_27872_length_1112_cov_1.699901	38
SRR3960579	bowtie2	spades	spades	NODE_31795_length_1047_cov_1.037975	24
