sample	ali	prev	target	contig	reads
ERR599159	bowtie2	spades	spades	NODE_22_length_101607_cov_0.660825	95955
ERR599159	bowtie2	spades	spades	NODE_28_length_95596_cov_0.586259	76194
ERR599159	bowtie2	spades	spades	NODE_36_length_83328_cov_0.561787	65679
ERR599159	bowtie2	spades	spades	NODE_70_length_57987_cov_0.859332	68920
ERR599159	bowtie2	spades	spades	NODE_92_length_43094_cov_0.842982	52147
ERR599159	bowtie2	spades	spades	NODE_99_length_40422_cov_1.347940	80873
ERR599159	bowtie2	spades	spades	NODE_101_length_39540_cov_0.320859	10361
ERR599159	bowtie2	spades	spades	NODE_159_length_27348_cov_0.388124	9956
ERR599159	bowtie2	spades	spades	NODE_180_length_24742_cov_0.684616	20778
ERR599159	bowtie2	spades	spades	NODE_220_length_21652_cov_0.331137	8459
ERR599159	bowtie2	spades	spades	NODE_328_length_16562_cov_0.406852	6612
ERR599159	bowtie2	spades	spades	NODE_1206_length_9705_cov_0.655840	8691
ERR599159	bowtie2	spades	spades	NODE_1246_length_9591_cov_0.167720	1574
ERR599159	bowtie2	spades	spades	NODE_1889_length_8032_cov_0.093029	1009
ERR599159	bowtie2	spades	spades	NODE_2019_length_7830_cov_0.288061	1641
ERR599159	bowtie2	spades	spades	NODE_2802_length_6815_cov_0.241066	1277
ERR599159	bowtie2	spades	spades	NODE_3025_length_6626_cov_0.111230	587
ERR599159	bowtie2	spades	spades	NODE_3086_length_6576_cov_0.395862	3322
ERR599159	bowtie2	spades	spades	NODE_3553_length_6189_cov_0.111330	477
ERR599159	bowtie2	spades	spades	NODE_3821_length_5998_cov_0.120698	540
ERR599159	bowtie2	spades	spades	NODE_3982_length_5895_cov_0.143547	1229
ERR599159	bowtie2	spades	spades	NODE_6486_length_4800_cov_0.272282	1405
ERR599159	bowtie2	spades	spades	NODE_6658_length_4751_cov_0.110490	404
ERR599159	bowtie2	spades	spades	NODE_6817_length_4705_cov_0.103126	551
ERR599159	bowtie2	spades	spades	NODE_8915_length_4187_cov_0.122309	435
ERR599159	bowtie2	spades	spades	NODE_8962_length_4180_cov_0.092379	311
ERR599159	bowtie2	spades	spades	NODE_9915_length_4006_cov_0.099053	374
ERR599159	bowtie2	spades	spades	NODE_10065_length_3984_cov_1.666409	6713
ERR599159	bowtie2	spades	spades	NODE_10243_length_3957_cov_0.249870	762
ERR599159	bowtie2	spades	spades	NODE_11229_length_3803_cov_0.082343	497
ERR599159	bowtie2	spades	spades	NODE_13606_length_3510_cov_3.098212	9305
ERR599159	bowtie2	spades	spades	NODE_13853_length_3482_cov_0.109666	295
ERR599159	bowtie2	spades	spades	NODE_14547_length_3413_cov_0.116476	288
ERR599159	bowtie2	spades	spades	NODE_14712_length_3397_cov_0.086416	269
ERR599159	bowtie2	spades	spades	NODE_15536_length_3322_cov_0.102079	274
ERR599159	bowtie2	spades	spades	NODE_15751_length_3302_cov_0.062441	252
ERR599159	bowtie2	spades	spades	NODE_16713_length_3223_cov_0.112996	255
ERR599159	bowtie2	spades	spades	NODE_18179_length_3111_cov_0.107902	263
ERR599159	bowtie2	spades	spades	NODE_18307_length_3102_cov_0.087579	203
ERR599159	bowtie2	spades	spades	NODE_20408_length_2958_cov_0.091291	330
ERR599159	bowtie2	spades	spades	NODE_21203_length_2908_cov_0.076896	209
ERR599159	bowtie2	spades	spades	NODE_23352_length_2784_cov_0.109125	235
ERR599159	bowtie2	spades	spades	NODE_24312_length_2737_cov_0.047384	191
ERR599159	bowtie2	spades	spades	NODE_26921_length_2621_cov_0.109833	231
ERR599159	bowtie2	spades	spades	NODE_27649_length_2590_cov_0.083501	184
ERR599159	bowtie2	spades	spades	NODE_27781_length_2584_cov_0.050302	148
ERR599159	bowtie2	spades	spades	NODE_29658_length_2513_cov_0.063380	141
ERR599159	bowtie2	spades	spades	NODE_29813_length_2507_cov_0.145349	231
ERR599159	bowtie2	spades	spades	NODE_31544_length_2443_cov_0.090444	161
ERR599159	bowtie2	spades	spades	NODE_31826_length_2434_cov_0.123340	217
ERR599159	bowtie2	spades	spades	NODE_32007_length_2428_cov_0.103049	259
ERR599159	bowtie2	spades	spades	NODE_32052_length_2427_cov_0.093213	308
ERR599159	bowtie2	spades	spades	NODE_32295_length_2419_cov_0.114655	352
