sample	ali	prev	target	contig	reads
ERR599072	bowtie2	spades	spades	NODE_5_length_274575_cov_0.421050	68383
ERR599072	bowtie2	spades	spades	NODE_10_length_204281_cov_0.213026	25615
ERR599072	bowtie2	spades	spades	NODE_13_length_191048_cov_1.253010	143075
ERR599072	bowtie2	spades	spades	NODE_32_length_124809_cov_0.223911	16559
ERR599072	bowtie2	spades	spades	NODE_45_length_104361_cov_0.582983	36701
ERR599072	bowtie2	spades	spades	NODE_46_length_103755_cov_1.042458	63432
ERR599072	bowtie2	spades	spades	NODE_47_length_102439_cov_0.316689	19279
ERR599072	bowtie2	spades	spades	NODE_56_length_92816_cov_1.470518	81689
ERR599072	bowtie2	spades	spades	NODE_68_length_86706_cov_1.566167	78559
ERR599072	bowtie2	spades	spades	NODE_87_length_77245_cov_0.250395	15526
ERR599072	bowtie2	spades	spades	NODE_97_length_74052_cov_0.402350	17642
ERR599072	bowtie2	spades	spades	NODE_110_length_69315_cov_0.548313	21863
ERR599072	bowtie2	spades	spades	NODE_123_length_65588_cov_0.205531	8196
ERR599072	bowtie2	spades	spades	NODE_137_length_62261_cov_1.666404	59340
ERR599072	bowtie2	spades	spades	NODE_141_length_61691_cov_0.210774	7788
ERR599072	bowtie2	spades	spades	NODE_150_length_57719_cov_0.218986	7594
ERR599072	bowtie2	spades	spades	NODE_157_length_56116_cov_1.869254	60746
ERR599072	bowtie2	spades	spades	NODE_176_length_50804_cov_0.274647	8099
ERR599072	bowtie2	spades	spades	NODE_182_length_49899_cov_1.537811	43993
ERR599072	bowtie2	spades	spades	NODE_187_length_49462_cov_0.317201	9475
ERR599072	bowtie2	spades	spades	NODE_189_length_49182_cov_0.234154	6907
ERR599072	bowtie2	spades	spades	NODE_200_length_46231_cov_1.643718	43484
ERR599072	bowtie2	spades	spades	NODE_238_length_41530_cov_0.212160	5199
ERR599072	bowtie2	spades	spades	NODE_247_length_40667_cov_0.200207	6071
ERR599072	bowtie2	spades	spades	NODE_258_length_39691_cov_0.434027	11092
ERR599072	bowtie2	spades	spades	NODE_282_length_38180_cov_0.188283	6930
ERR599072	bowtie2	spades	spades	NODE_292_length_37800_cov_0.441474	16118
ERR599072	bowtie2	spades	spades	NODE_329_length_35300_cov_1.487742	30799
ERR599072	bowtie2	spades	spades	NODE_346_length_34292_cov_0.223321	4441
ERR599072	bowtie2	spades	spades	NODE_347_length_34207_cov_0.240471	4963
ERR599072	bowtie2	spades	spades	NODE_397_length_31670_cov_0.384023	10179
ERR599072	bowtie2	spades	spades	NODE_419_length_30684_cov_2.147425	38569
ERR599072	bowtie2	spades	spades	NODE_428_length_30378_cov_0.557317	9699
ERR599072	bowtie2	spades	spades	NODE_436_length_29975_cov_0.154137	3759
ERR599072	bowtie2	spades	spades	NODE_468_length_28784_cov_1.492627	23834
ERR599072	bowtie2	spades	spades	NODE_539_length_26299_cov_0.430954	6565
ERR599072	bowtie2	spades	spades	NODE_567_length_25608_cov_0.161355	4175
ERR599072	bowtie2	spades	spades	NODE_604_length_24678_cov_0.470320	10966
ERR599072	bowtie2	spades	spades	NODE_606_length_24629_cov_0.620302	8829
ERR599072	bowtie2	spades	spades	NODE_618_length_24285_cov_0.199744	3629
ERR599072	bowtie2	spades	spades	NODE_622_length_24201_cov_0.303917	6401
ERR599072	bowtie2	spades	spades	NODE_649_length_23573_cov_1.955270	27464
ERR599072	bowtie2	spades	spades	NODE_659_length_23419_cov_0.502401	7288
ERR599072	bowtie2	spades	spades	NODE_688_length_22645_cov_1.492105	19682
ERR599072	bowtie2	spades	spades	NODE_707_length_22124_cov_1.699069	21717
ERR599072	bowtie2	spades	spades	NODE_722_length_21905_cov_0.230808	4265
ERR599072	bowtie2	spades	spades	NODE_775_length_21150_cov_0.177379	2819
ERR599072	bowtie2	spades	spades	NODE_806_length_20575_cov_0.173960	2658
ERR599072	bowtie2	spades	spades	NODE_828_length_20265_cov_0.362343	6148
ERR599072	bowtie2	spades	spades	NODE_849_length_19900_cov_0.322155	4651
ERR599072	bowtie2	spades	spades	NODE_936_length_18868_cov_0.091268	1544
ERR599072	bowtie2	spades	spades	NODE_980_length_18415_cov_0.236733	2461
ERR599072	bowtie2	spades	spades	NODE_993_length_18248_cov_0.294617	5466
ERR599072	bowtie2	spades	spades	NODE_1047_length_17725_cov_1.446953	15550
ERR599072	bowtie2	spades	spades	NODE_1211_length_16240_cov_0.726535	9820
ERR599072	bowtie2	spades	spades	NODE_1248_length_15977_cov_0.175211	1663
ERR599072	bowtie2	spades	spades	NODE_1259_length_15925_cov_0.174144	2272
ERR599072	bowtie2	spades	spades	NODE_1269_length_15871_cov_0.167385	1546
ERR599072	bowtie2	spades	spades	NODE_1342_length_15397_cov_0.143091	1824
ERR599072	bowtie2	spades	spades	NODE_1371_length_15215_cov_0.172334	2029
ERR599072	bowtie2	spades	spades	NODE_1433_length_14887_cov_0.192386	1680
ERR599072	bowtie2	spades	spades	NODE_1452_length_14782_cov_0.144180	1619
ERR599072	bowtie2	spades	spades	NODE_1525_length_14392_cov_0.359127	4338
ERR599072	bowtie2	spades	spades	NODE_1703_length_13541_cov_1.796236	14408
ERR599072	bowtie2	spades	spades	NODE_1709_length_13515_cov_0.359720	3932
ERR599072	bowtie2	spades	spades	NODE_1815_length_13043_cov_0.294808	2351
ERR599072	bowtie2	spades	spades	NODE_1819_length_13022_cov_0.167453	1257
ERR599072	bowtie2	spades	spades	NODE_1948_length_12581_cov_0.536613	3844
ERR599072	bowtie2	spades	spades	NODE_1970_length_12524_cov_0.323541	3896
ERR599072	bowtie2	spades	spades	NODE_2090_length_12178_cov_0.106797	1191
ERR599072	bowtie2	spades	spades	NODE_2116_length_12113_cov_0.131097	1300
