qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021817|MOB_unknown	NODE_628_length_16534_cov_0.504046	280	16534	1	280	15425	15704	280	5	98.214	100.0	100.0	minus	3.2199999999999977e-140	490	oriT
000427__GU811235_00024|rep_cluster_1149	NODE_107_length_31670_cov_0.167084	960	31670	1	960	20296	21255	962	86	90.644	100.0	100.0	plus	0.0	1275	replicon
NC_020542_00048|MOBQ	NODE_107_length_31670_cov_0.167084	1071	31670	199	1066	1	2604	872	74	90.596	81.0	99.0	plus	0.0	1392	relaxase
CP005087_00061|MOBQ	NODE_107_length_31670_cov_0.167084	718	31670	1	231	30978	31670	231	26	88.745	32.0	100.0	plus	3.41e-123	400	relaxase
CP009357_00140|MOBH	NODE_13_length_84275_cov_0.226323	638	84275	1	638	70536	72449	638	0	100.0	100.0	100.0	plus	0.0	1313	relaxase
NC_020542_00042|MPF_T	NODE_107_length_31670_cov_0.167084	520	31670	141	519	23617	24753	379	16	95.778	73.0	99.0	minus	0.0	719	mate-pair-formation
NC_020542_00042|MPF_T	NODE_107_length_31670_cov_0.167084	520	31670	1	142	28648	29073	142	17	88.02799999999998	27.0	99.0	minus	1.5099999999999992e-70	240	mate-pair-formation
NC_008739_00031|MPF_T	NODE_13_length_84275_cov_0.226323	1042	84275	1	1042	45953	49096	1050	192	80.762	100.0	100.0	minus	0.0	1727	mate-pair-formation
NC_008739_00035|MPF_G	NODE_13_length_84275_cov_0.226323	221	84275	1	220	51894	52553	220	42	80.90899999999998	99.0	99.0	minus	4.8599999999999986e-116	358	mate-pair-formation
NC_008739_00043|MPF_F	NODE_13_length_84275_cov_0.226323	682	84275	1	681	54836	56878	681	120	82.37899999999998	99.0	99.0	minus	0.0	1164	mate-pair-formation
