qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP018987|MOBQ	NODE_16059_length_4162_cov_0.138075	188	4162	1	188	2633	2820	188	0	100.0	100.0	100.0	plus	1.5699999999999993e-96	348	oriT
001917__CP009295_00001|rep_cluster_545	NODE_109_length_67165_cov_0.672054	1143	67165	1	1105	44917	46020	1123	181	80.58800000000002	97.0	97.0	minus	0.0	832	replicon
000938__CP000659_00004|rep_cluster_578	NODE_1180_length_18713_cov_0.141668	807	18713	1	807	5060	5866	807	0	100.0	100.0	100.0	minus	0.0	1491	replicon
001391__NC_019143_00002|rep_cluster_1947	NODE_124548_length_1372_cov_0.066771	477	1372	24	470	1	447	448	49	88.616	94.0	99.0	plus	5.079999999999996e-155	544	replicon
002213__CP005090_00001|rep_cluster_736	NODE_1250_length_18125_cov_0.557916	1113	18125	1	1113	15782	16894	1115	63	93.991	100.0	100.0	plus	0.0	1685	replicon
001001__AB244976_00001|rep_cluster_1617	NODE_1283_length_17841_cov_0.179912	783	17841	1	783	15301	16083	783	42	94.636	100.0	100.0	plus	0.0	1214	replicon
001881__CP015090_00065|rep_cluster_508	NODE_131194_length_1334_cov_0.042105	1215	1334	22	1209	70	1257	1194	166	85.09200000000001	98.0	98.0	plus	0.0	1208	replicon
002480__NC_019220_00009|rep_cluster_995	NODE_1313_length_17635_cov_0.539975	1011	17635	115	987	12790	13662	876	163	80.708	86.0	86.0	minus	0.0	676	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_147753_length_1250_cov_0.091225	960	1250	1	960	42	1001	962	87	90.541	100.0	100.0	minus	0.0	1269	replicon
002214__JN180627_00016|rep_cluster_736	NODE_148166_length_1248_cov_0.147084	1095	1248	107	1085	1	979	979	77	92.135	89.0	89.0	plus	0.0	1382	replicon
002400__CP004397_00001|rep_cluster_914	NODE_1626_length_15535_cov_0.153408	1035	15535	1	1028	4069	5096	1028	76	92.607	99.0	99.0	plus	0.0	1478	replicon
000637__CP004038_00178|rep_cluster_1319	NODE_1663_length_15348_cov_0.692570	912	15348	85	901	10471	11287	818	96	88.02	90.0	90.0	plus	0.0	966	replicon
000637__CP004038_00178|rep_cluster_1319	NODE_16795_length_4059_cov_0.556818	912	4059	1	903	862	1764	904	77	91.261	99.0	99.0	minus	0.0	1230	replicon
001530__CP010865_00002|rep_cluster_252	NODE_1786_length_14693_cov_0.687817	1389	14693	118	1364	4086	5332	1253	206	82.602	90.0	90.0	minus	0.0	1096	replicon
001984__CP010861_00001|rep_cluster_579	NODE_22351_length_3480_cov_0.072760	1194	3480	1	1194	543	1736	1194	33	97.236	100.0	100.0	plus	0.0	2023	replicon
002214__JN180627_00016|rep_cluster_736	NODE_2407_length_12254_cov_0.779844	1095	12254	1	1095	10966	12066	1101	111	89.37299999999998	100.0	100.0	plus	0.0	1380	replicon
001980__CP014798_00109|rep_cluster_579	NODE_30540_length_2936_cov_0.083539	1194	2936	1	1194	828	2021	1194	0	100.0	100.0	100.0	plus	0.0	2206	replicon
001530__CP010865_00002|rep_cluster_252	NODE_3104_length_10572_cov_0.093001	1389	10572	17	1355	6642	7980	1350	219	82.148	96.0	96.0	plus	0.0	1138	replicon
001501__CP012662_00089|rep_cluster_231	NODE_34245_length_2758_cov_0.120346	1407	2758	1	1407	1267	2674	1408	17	98.722	100.0	100.0	minus	0.0	2499	replicon
001892__CP022421_00013|rep_cluster_517	NODE_35824_length_2692_cov_0.083687	1212	2692	1	1212	899	2110	1212	50	95.875	100.0	100.0	minus	0.0	1962	replicon
001955__AF416331_00126|rep_cluster_558	NODE_4194_length_8908_cov_0.173345	1200	8908	1	1200	5406	6605	1200	107	91.083	100.0	100.0	minus	0.0	1624	replicon
001982__CP004395_00001|rep_cluster_579	NODE_6313_length_7000_cov_0.127518	1194	7000	1	1194	2187	3380	1194	150	87.43700000000003	100.0	100.0	plus	0.0	1375	replicon
002400__CP004397_00001|rep_cluster_914	NODE_66021_length_1938_cov_0.071234	1035	1938	1	1035	261	1295	1036	166	83.78399999999998	100.0	100.0	plus	0.0	981	replicon
