sample	ali	prev	target	contig	reads
ERR598980	bowtie2	spades	spades	NODE_44_length_79160_cov_0.277887	13962
ERR598980	bowtie2	spades	spades	NODE_97_length_48034_cov_0.200751	8060
ERR598980	bowtie2	spades	spades	NODE_465_length_19908_cov_0.231460	3229
ERR598980	bowtie2	spades	spades	NODE_894_length_14676_cov_0.195102	1929
ERR598980	bowtie2	spades	spades	NODE_1227_length_12433_cov_0.161748	1503
ERR598980	bowtie2	spades	spades	NODE_1399_length_11713_cov_0.105132	1030
ERR598980	bowtie2	spades	spades	NODE_1453_length_11543_cov_0.148986	1480
ERR598980	bowtie2	spades	spades	NODE_1938_length_10026_cov_0.193110	1517
ERR598980	bowtie2	spades	spades	NODE_2950_length_8193_cov_0.192241	1239
ERR598980	bowtie2	spades	spades	NODE_3060_length_8064_cov_0.141745	927
ERR598980	bowtie2	spades	spades	NODE_3148_length_7955_cov_0.123345	755
ERR598980	bowtie2	spades	spades	NODE_3290_length_7806_cov_0.115220	737
ERR598980	bowtie2	spades	spades	NODE_3719_length_7408_cov_0.125735	593
ERR598980	bowtie2	spades	spades	NODE_4264_length_6942_cov_0.170247	874
ERR598980	bowtie2	spades	spades	NODE_4297_length_6920_cov_0.125788	534
ERR598980	bowtie2	spades	spades	NODE_4436_length_6823_cov_0.836109	3774
ERR598980	bowtie2	spades	spades	NODE_4481_length_6793_cov_0.228712	1034
ERR598980	bowtie2	spades	spades	NODE_5034_length_6478_cov_0.142969	608
ERR598980	bowtie2	spades	spades	NODE_5036_length_6478_cov_0.110205	556
ERR598980	bowtie2	spades	spades	NODE_5124_length_6429_cov_0.090679	507
ERR598980	bowtie2	spades	spades	NODE_6821_length_5642_cov_0.387516	1768
ERR598980	bowtie2	spades	spades	NODE_6928_length_5602_cov_0.167182	600
ERR598980	bowtie2	spades	spades	NODE_7406_length_5437_cov_0.184151	710
ERR598980	bowtie2	spades	spades	NODE_7506_length_5410_cov_0.118433	386
ERR598980	bowtie2	spades	spades	NODE_8037_length_5242_cov_0.121913	505
ERR598980	bowtie2	spades	spades	NODE_9848_length_4784_cov_0.099466	382
ERR598980	bowtie2	spades	spades	NODE_10491_length_4647_cov_0.152595	557
ERR598980	bowtie2	spades	spades	NODE_12156_length_4337_cov_0.148419	516
ERR598980	bowtie2	spades	spades	NODE_13000_length_4201_cov_0.119698	447
ERR598980	bowtie2	spades	spades	NODE_14648_length_3983_cov_0.070546	220
ERR598980	bowtie2	spades	spades	NODE_15954_length_3827_cov_0.139485	393
ERR598980	bowtie2	spades	spades	NODE_18728_length_3540_cov_0.096484	293
ERR598980	bowtie2	spades	spades	NODE_19183_length_3501_cov_0.156966	326
ERR598980	bowtie2	spades	spades	NODE_23145_length_3208_cov_0.499196	1191
ERR598980	bowtie2	spades	spades	NODE_25942_length_3038_cov_0.158898	443
ERR598980	bowtie2	spades	spades	NODE_27359_length_2962_cov_0.113168	208
ERR598980	bowtie2	spades	spades	NODE_28370_length_2913_cov_0.138237	284
ERR598980	bowtie2	spades	spades	NODE_28406_length_2911_cov_0.431721	824
ERR598980	bowtie2	spades	spades	NODE_28939_length_2887_cov_0.085725	157
ERR598980	bowtie2	spades	spades	NODE_30258_length_2827_cov_0.073680	140
ERR598980	bowtie2	spades	spades	NODE_32098_length_2750_cov_0.089400	267
ERR598980	bowtie2	spades	spades	NODE_32203_length_2746_cov_0.106158	232
ERR598980	bowtie2	spades	spades	NODE_32358_length_2740_cov_0.075729	176
ERR598980	bowtie2	spades	spades	NODE_33284_length_2705_cov_0.102456	282
ERR598980	bowtie2	spades	spades	NODE_34088_length_2675_cov_0.089674	168
ERR598980	bowtie2	spades	spades	NODE_37712_length_2551_cov_0.080343	136
ERR598980	bowtie2	spades	spades	NODE_38973_length_2512_cov_0.057605	130
ERR598980	bowtie2	spades	spades	NODE_39683_length_2490_cov_0.098285	179
ERR598980	bowtie2	spades	spades	NODE_40574_length_2464_cov_0.103594	148
ERR598980	bowtie2	spades	spades	NODE_40677_length_2461_cov_0.072820	142
ERR598980	bowtie2	spades	spades	NODE_40720_length_2460_cov_0.043626	114
ERR598980	bowtie2	spades	spades	NODE_41818_length_2428_cov_1.741091	2614
