sample	ali	prev	target	contig	reads
SRR3961935	bowtie2	spades	spades	NODE_3051_length_3244_cov_1.666455	118
SRR3961935	bowtie2	spades	spades	NODE_3222_length_3162_cov_1.544238	101
SRR3961935	bowtie2	spades	spades	NODE_3378_length_3087_cov_1.243641	82
SRR3961935	bowtie2	spades	spades	NODE_4359_length_2722_cov_1.485703	90
SRR3961935	bowtie2	spades	spades	NODE_4793_length_2603_cov_1.290735	79
SRR3961935	bowtie2	spades	spades	NODE_4859_length_2582_cov_1.325816	80
SRR3961935	bowtie2	spades	spades	NODE_5525_length_2425_cov_1.103611	57
SRR3961935	bowtie2	spades	spades	NODE_5995_length_2325_cov_1.318059	65
SRR3961935	bowtie2	spades	spades	NODE_6364_length_2259_cov_1.073148	55
SRR3961935	bowtie2	spades	spades	NODE_6701_length_2200_cov_1.187054	53
SRR3961935	bowtie2	spades	spades	NODE_7186_length_2127_cov_1.180966	58
SRR3961935	bowtie2	spades	spades	NODE_7610_length_2069_cov_1.131472	50
SRR3961935	bowtie2	spades	spades	NODE_7785_length_2047_cov_0.832136	36
SRR3961935	bowtie2	spades	spades	NODE_7803_length_2045_cov_1.479959	69
SRR3961935	bowtie2	spades	spades	NODE_7830_length_2040_cov_1.985574	87
SRR3961935	bowtie2	spades	spades	NODE_8020_length_2015_cov_1.616910	73
SRR3961935	bowtie2	spades	spades	NODE_8196_length_1994_cov_0.956201	40
SRR3961935	bowtie2	spades	spades	NODE_8431_length_1966_cov_1.092662	48
SRR3961935	bowtie2	spades	spades	NODE_8547_length_1951_cov_1.624190	73
SRR3961935	bowtie2	spades	spades	NODE_8634_length_1941_cov_1.328990	53
SRR3961935	bowtie2	spades	spades	NODE_8701_length_1933_cov_1.538713	67
SRR3961935	bowtie2	spades	spades	NODE_8772_length_1924_cov_1.006575	42
SRR3961935	bowtie2	spades	spades	NODE_8921_length_1909_cov_1.003315	40
SRR3961935	bowtie2	spades	spades	NODE_8967_length_1903_cov_1.688470	69
SRR3961935	bowtie2	spades	spades	NODE_9276_length_1869_cov_1.583051	59
SRR3961935	bowtie2	spades	spades	NODE_10404_length_1765_cov_0.847539	31
SRR3961935	bowtie2	spades	spades	NODE_10643_length_1745_cov_1.344471	52
SRR3961935	bowtie2	spades	spades	NODE_10658_length_1744_cov_1.588450	58
SRR3961935	bowtie2	spades	spades	NODE_11056_length_1709_cov_1.413043	53
SRR3961935	bowtie2	spades	spades	NODE_11442_length_1678_cov_1.856871	58
SRR3961935	bowtie2	spades	spades	NODE_12862_length_1581_cov_1.095142	33
SRR3961935	bowtie2	spades	spades	NODE_12962_length_1575_cov_1.041328	31
SRR3961935	bowtie2	spades	spades	NODE_13419_length_1547_cov_0.995856	30
SRR3961935	bowtie2	spades	spades	NODE_13602_length_1535_cov_1.011142	30
SRR3961935	bowtie2	spades	spades	NODE_14732_length_1473_cov_1.228530	39
SRR3961935	bowtie2	spades	spades	NODE_15185_length_1450_cov_1.240563	29
SRR3961935	bowtie2	spades	spades	NODE_15376_length_1441_cov_1.004471	26
SRR3961935	bowtie2	spades	spades	NODE_16406_length_1392_cov_0.830626	20
SRR3961935	bowtie2	spades	spades	NODE_16717_length_1378_cov_0.941360	27
SRR3961935	bowtie2	spades	spades	NODE_16801_length_1374_cov_1.174118	30
SRR3961935	bowtie2	spades	spades	NODE_17063_length_1362_cov_0.969121	28
SRR3961935	bowtie2	spades	spades	NODE_17114_length_1360_cov_1.211737	35
SRR3961935	bowtie2	spades	spades	NODE_17821_length_1329_cov_0.991870	29
SRR3961935	bowtie2	spades	spades	NODE_17972_length_1323_cov_2.274510	62
SRR3961935	bowtie2	spades	spades	NODE_18767_length_1295_cov_0.608696	16
SRR3961935	bowtie2	spades	spades	NODE_18910_length_1290_cov_1.093199	32
SRR3961935	bowtie2	spades	spades	NODE_19142_length_1282_cov_1.216399	28
SRR3961935	bowtie2	spades	spades	NODE_19573_length_1268_cov_0.960650	23
SRR3961935	bowtie2	spades	spades	NODE_19669_length_1265_cov_0.938250	21
SRR3961935	bowtie2	spades	spades	NODE_20844_length_1227_cov_1.395390	37
SRR3961935	bowtie2	spades	spades	NODE_21266_length_1216_cov_1.247986	32
SRR3961935	bowtie2	spades	spades	NODE_21330_length_1214_cov_1.305830	30
SRR3961935	bowtie2	spades	spades	NODE_22853_length_1172_cov_1.146319	24
SRR3961935	bowtie2	spades	spades	NODE_23781_length_1148_cov_1.803622	41
SRR3961935	bowtie2	spades	spades	NODE_23839_length_1147_cov_0.934160	21
SRR3961935	bowtie2	spades	spades	NODE_23876_length_1146_cov_1.072588	25
SRR3961935	bowtie2	spades	spades	NODE_24278_length_1136_cov_0.662488	14
SRR3961935	bowtie2	spades	spades	NODE_24422_length_1132_cov_1.435624	34
SRR3961935	bowtie2	spades	spades	NODE_24896_length_1121_cov_1.095890	25
