qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021817|MOB_unknown	NODE_9756_length_2270_cov_2.115615	280	2270	1	280	1224	1503	280	12	95.714	100.0	100.0	plus	3.329999999999998e-128	451	oriT
002262__CP020476_00032|rep_cluster_784	NODE_150_length_23335_cov_23.189189	1086	23335	1	1086	7985	9070	1086	2	99.816	100.0	100.0	minus	0.0	1995	replicon
001717__CP019309|rep_cluster_392	NODE_16_length_91721_cov_8.854336	1296	91721	97	1296	25299	26495	1208	201	81.788	93.0	93.0	minus	0.0	994	replicon
002055__CP014801_00066|rep_cluster_610	NODE_16_length_91721_cov_8.854336	1185	91721	1	1185	27804	28988	1185	149	87.426	100.0	100.0	minus	0.0	1363	replicon
001954__CP015042_00026|rep_cluster_558	NODE_18_length_81854_cov_9.141924	1200	81854	1	1200	25803	27002	1200	12	99.0	100.0	100.0	minus	0.0	2150	replicon
001983__CP021432_00100|rep_cluster_579	NODE_23_length_57280_cov_10.091709	1194	57280	1	1194	12562	13755	1194	0	100.0	100.0	100.0	plus	0.0	2206	replicon
NC_008388_00006|MOBQ	NODE_150_length_23335_cov_23.189189	427	23335	1	427	12471	13754	428	36	91.355	100.0	100.0	plus	0.0	709	relaxase
CP028477_00051|MOBP	NODE_16_length_91721_cov_8.854336	638	91721	1	638	11688	13610	642	31	94.393	100.0	100.0	minus	0.0	1156	relaxase
CP010723_00015|MOBQ	NODE_1716_length_6913_cov_24.187995	340	6913	1	340	4336	5355	340	13	96.176	100.0	100.0	minus	0.0	606	relaxase
CP032092_00035|MOBH	NODE_208_length_20335_cov_4.415892	747	20335	1	747	18046	20286	747	14	98.126	100.0	100.0	plus	0.0	1405	relaxase
CP045397_00001|MOBQ	NODE_2372_length_5638_cov_30.777036	401	5638	1	401	802	2010	403	21	94.293	100.0	100.0	plus	0.0	650	relaxase
CP021432_00049|MOBP	NODE_32_length_47493_cov_11.334367	653	47493	1	653	8047	10005	653	20	96.937	100.0	100.0	plus	0.0	1298	relaxase
NC_023148_00033|MOBP	NODE_97_length_26965_cov_8.949602	777	26965	1	777	8201	10531	777	60	92.278	100.0	100.0	plus	0.0	1439	relaxase
NC_004574_00087|MPF_T	NODE_10534_length_2161_cov_2.851115	231	2161	1	231	1315	2007	231	23	90.04299999999998	100.0	100.0	minus	6.619999999999996e-143	412	mate-pair-formation
NC_019394_00086|MPF_I	NODE_1300_length_8139_cov_3.314055	799	8139	1	799	1590	3986	799	45	94.368	100.0	100.0	minus	0.0	1385	mate-pair-formation
NC_008388_00003|MPF_T	NODE_150_length_23335_cov_23.189189	550	23335	1	549	9912	11576	556	48	89.928	99.0	99.0	minus	0.0	978	mate-pair-formation
NC_019394_00072|MPF_I	NODE_1794_length_6706_cov_3.573029	283	6706	37	283	5965	6705	247	4	98.381	87.0	87.0	minus	1.3799999999999989e-164	499	mate-pair-formation
NC_009955_00053|MPF_T	NODE_17958_length_1566_cov_8.012270	218	1566	2	175	2	523	174	4	97.701	80.0	80.0	minus	9.999999999999996e-105	307	mate-pair-formation
NC_004574_00081|MPF_T	NODE_18501_length_1536_cov_2.075852	106	1536	15	106	582	857	92	2	97.826	87.0	87.0	plus	7.62e-58	181	mate-pair-formation
NC_009955_00049|MPF_T	NODE_2178_length_5916_cov_7.784253	791	5916	1	791	2254	4626	791	22	97.219	100.0	100.0	plus	0.0	1539	mate-pair-formation
NC_019394_00096|MPF_I	NODE_2843_length_5072_cov_3.951739	218	5072	1	218	3201	3854	218	12	94.495	100.0	100.0	plus	3.379999999999998e-139	422	mate-pair-formation
NC_019394_00097|MPF_I	NODE_2843_length_5072_cov_3.951739	236	5072	1	236	3854	4561	236	2	99.153	100.0	100.0	plus	2.1599999999999984e-162	485	mate-pair-formation
NC_019394_00097|MPF_I	NODE_5483_length_3292_cov_3.067648	236	3292	1	190	1	570	190	2	98.947	81.0	81.0	minus	6.299999999999996e-130	389	mate-pair-formation
NC_019394_00096|MPF_I	NODE_5483_length_3292_cov_3.067648	218	3292	1	218	570	1223	218	0	100.0	100.0	100.0	minus	6.2599999999999955e-152	445	mate-pair-formation
NC_023148_00034|MPF_T	NODE_97_length_26965_cov_8.949602	667	26965	1	645	10543	12477	645	21	96.744	97.0	97.0	plus	0.0	1196	mate-pair-formation
NC_008042_00056|MPF_T	NODE_97_length_26965_cov_8.949602	359	26965	1	351	22026	23078	351	49	86.04	98.0	98.0	minus	9.239999999999992e-161	494	mate-pair-formation
NC_004574_00087|MPF_T	NODE_97_length_26965_cov_8.949602	231	26965	1	231	26041	26733	231	20	91.342	100.0	100.0	minus	8.819999999999997e-142	434	mate-pair-formation
