qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001892__CP022421_00013|rep_cluster_517	NODE_15193_length_3293_cov_0.141828	1212	3293	1	1212	911	2122	1213	226	81.204	100.0	100.0	plus	0.0	976	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_168_length_32010_cov_0.357839	960	32010	1	960	9908	10867	962	86	90.644	100.0	100.0	plus	0.0	1275	replicon
001501__CP012662_00089|rep_cluster_231	NODE_20_length_109772_cov_0.212969	1407	109772	1	1407	42536	43943	1408	10	99.219	100.0	100.0	minus	0.0	2538	replicon
002232__NC_019376_00020|rep_cluster_754	NODE_23546_length_2714_cov_0.104015	1104	2714	1	1104	1188	2291	1104	0	100.0	100.0	100.0	minus	0.0	2039	replicon
000637__CP004038_00178|rep_cluster_1319	NODE_25907_length_2602_cov_0.126648	912	2602	1	903	946	1848	904	78	91.15	99.0	99.0	plus	0.0	1225	replicon
001984__CP010861_00001|rep_cluster_579	NODE_34666_length_2286_cov_0.074074	1194	2286	1	1194	243	1436	1194	38	96.817	100.0	100.0	plus	0.0	1995	replicon
002400__CP004397_00001|rep_cluster_914	NODE_391_length_18726_cov_0.219305	1035	18726	1	1028	2054	3081	1028	76	92.607	99.0	99.0	plus	0.0	1478	replicon
001530__CP010865_00002|rep_cluster_252	NODE_69_length_55481_cov_0.351071	1389	55481	21	1368	25282	26629	1362	234	80.764	97.0	97.0	plus	0.0	1038	replicon
001965__CP012664_00035|rep_cluster_565	NODE_797_length_12189_cov_0.156410	1200	12189	52	1181	737	1854	1132	188	81.979	94.0	94.0	plus	0.0	946	replicon
001717__CP019309|rep_cluster_392	NODE_8233_length_4301_cov_0.128986	1296	4301	91	1296	1037	2239	1210	226	80.413	93.0	93.0	plus	0.0	911	replicon
001954__CP015042_00026|rep_cluster_558	NODE_8246_length_4299_cov_0.065714	1200	4299	1	1200	2668	3867	1200	8	99.333	100.0	100.0	minus	0.0	2172	replicon
001980__CP014798_00109|rep_cluster_579	NODE_9416_length_4052_cov_0.283329	1194	4052	1	1194	1162	2355	1194	106	91.122	100.0	100.0	plus	0.0	1618	replicon
CP022750_00078|MOBP	NODE_113390_length_1318_cov_0.069729	368	1318	1	349	61	1107	349	18	94.842	95.0	95.0	plus	0.0	645	relaxase
CP025814_00006|MOBQ	NODE_14177_length_3394_cov_0.143854	426	3394	44	426	2	1108	383	26	89.556	90.0	90.0	plus	0.0	563	relaxase
NC_020542_00048|MOBQ	NODE_168_length_32010_cov_0.357839	1071	32010	1	1066	20590	23787	1070	81	91.682	99.0	99.0	plus	0.0	1725	relaxase
NC_008388_00006|MOBQ	NODE_257_length_24285_cov_0.650996	427	24285	1	427	12700	13959	430	47	86.04700000000003	100.0	100.0	minus	0.0	616	relaxase
NC_008388_00006|MOBQ	NODE_26703_length_2564_cov_0.201623	427	2564	1	427	11	1303	431	61	84.919	100.0	100.0	minus	0.0	650	relaxase
NC_008388_00006|MOBQ	NODE_391_length_18726_cov_0.219305	427	18726	1	427	15908	17194	429	26	93.473	100.0	100.0	minus	0.0	725	relaxase
CP028477_00051|MOBP	NODE_483_length_16091_cov_0.286456	638	16091	1	638	2293	4230	646	29	94.272	100.0	100.0	plus	0.0	1164	relaxase
CP042821_00055|MOBP	NODE_5713_length_5011_cov_0.116653	747	5011	1	747	122	2362	747	59	92.102	100.0	100.0	plus	0.0	1331	relaxase
NC_022050_00041|MPF_T	NODE_131764_length_1227_cov_0.066489	241	1227	18	231	418	1059	214	41	80.84100000000002	89.0	89.0	minus	5.439999999999998e-110	319	mate-pair-formation
NC_022050_00040|MPF_T	NODE_140596_length_1189_cov_0.061468	221	1189	7	221	451	1095	215	34	84.186	97.0	97.0	plus	1.3799999999999999e-110	319	mate-pair-formation
NC_009955_00049|MPF_T	NODE_16666_length_3163_cov_0.110640	791	3163	7	791	314	2668	785	57	92.739	99.0	99.0	minus	0.0	1467	mate-pair-formation
NC_004574_00081|MPF_T	NODE_16666_length_3163_cov_0.110640	106	3163	15	106	2667	2942	92	1	98.913	87.0	87.0	minus	1.61e-56	184	mate-pair-formation
NC_020542_00042|MPF_T	NODE_168_length_32010_cov_0.357839	520	32010	141	519	13229	14365	379	16	95.778	73.0	99.0	minus	0.0	719	mate-pair-formation
NC_020542_00042|MPF_T	NODE_168_length_32010_cov_0.357839	520	32010	1	142	18260	18685	142	17	88.02799999999998	27.0	99.0	minus	6.309999999999997e-70	240	mate-pair-formation
