qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021817|MOB_unknown	NODE_1221_length_12205_cov_0.166364	280	12205	1	280	10359	10638	280	5	98.214	100.0	100.0	plus	1.7399999999999986e-139	490	oriT
001954__CP015042_00026|rep_cluster_558	NODE_10635_length_4353_cov_0.099671	1200	4353	132	1200	1	1069	1069	5	99.532	89.0	89.0	plus	0.0	1947	replicon
001717__CP019309|rep_cluster_392	NODE_12156_length_4098_cov_0.107527	1296	4098	91	1208	1	1115	1122	211	80.214	86.0	86.0	minus	0.0	832	replicon
001892__CP022421_00013|rep_cluster_517	NODE_12156_length_4098_cov_0.107527	1212	4098	1	1212	2453	3664	1213	225	81.286	100.0	100.0	minus	0.0	981	replicon
002400__CP004397_00001|rep_cluster_914	NODE_168008_length_1183_cov_0.024908	1035	1183	1	1022	106	1127	1024	173	82.715	99.0	99.0	plus	0.0	907	replicon
000427__GU811235_00024|rep_cluster_1149	NODE_2035_length_9351_cov_0.311392	960	9351	1	960	5940	6899	962	86	90.644	100.0	100.0	plus	0.0	1275	replicon
001881__CP015090_00065|rep_cluster_508	NODE_25744_length_2903_cov_0.113409	1215	2903	117	1209	4	1095	1098	147	85.61	90.0	90.0	plus	0.0	1142	replicon
001984__CP010861_00001|rep_cluster_579	NODE_27877_length_2799_cov_0.121111	1194	2799	1	1194	730	1923	1194	33	97.236	100.0	100.0	plus	0.0	2023	replicon
001980__CP014798_00109|rep_cluster_579	NODE_2973_length_7796_cov_0.206314	1194	7796	1	1194	4714	5907	1194	106	91.122	100.0	100.0	minus	0.0	1618	replicon
002400__CP004397_00001|rep_cluster_914	NODE_589_length_18675_cov_0.301087	1035	18675	1	1028	6012	7039	1028	76	92.607	99.0	99.0	plus	0.0	1478	replicon
001717__CP019309|rep_cluster_392	NODE_919_length_14311_cov_0.362722	1296	14311	78	1296	5436	6651	1225	215	81.22399999999998	94.0	94.0	minus	0.0	974	replicon
NC_023148_00033|MOBP	NODE_1157_length_12554_cov_0.197912	777	12554	1	777	8835	11165	777	37	95.238	100.0	100.0	minus	0.0	1482	relaxase
CP010360_00062|MOBP	NODE_11708_length_4168_cov_0.125829	667	4168	35	664	2283	4166	630	81	86.825	94.0	94.0	minus	0.0	977	relaxase
NC_008036_00003|MOBQ	NODE_1228_length_12164_cov_0.126316	961	12164	1	961	3306	6200	965	85	90.777	100.0	100.0	plus	0.0	1708	relaxase
CP022750_00078|MOBP	NODE_1441_length_11149_cov_0.115204	368	11149	1	349	4626	5672	349	17	95.129	95.0	95.0	minus	0.0	647	relaxase
CP042821_00055|MOBP	NODE_15704_length_3644_cov_0.079267	747	3644	1	747	894	3134	747	58	92.236	100.0	100.0	plus	0.0	1332	relaxase
CP028474_00005|MOBP	NODE_16970_length_3516_cov_0.184080	762	3516	1	748	205	2448	750	53	92.4	98.0	98.0	minus	0.0	1363	relaxase
NC_023148_00033|MOBP	NODE_23495_length_3027_cov_0.122609	777	3027	10	777	730	3027	768	62	91.667	99.0	99.0	minus	0.0	1409	relaxase
NC_008036_00003|MOBQ	NODE_34151_length_2542_cov_0.149406	961	2542	142	961	82	2541	820	80	90.244	85.0	85.0	minus	0.0	1475	relaxase
NC_008388_00006|MOBQ	NODE_405_length_24275_cov_0.492141	427	24275	1	427	22025	23284	430	47	86.04700000000003	100.0	100.0	minus	0.0	616	relaxase
NC_008388_00006|MOBQ	NODE_589_length_18675_cov_0.301087	427	18675	1	427	1198	2484	429	26	93.473	100.0	100.0	minus	0.0	725	relaxase
CP028477_00051|MOBP	NODE_66_length_75876_cov_0.363949	638	75876	1	638	2182	4119	646	29	94.272	100.0	100.0	plus	0.0	1164	relaxase
AP012223_00131|MOBP	NODE_67255_length_1845_cov_0.056701	373	1845	1	360	766	1845	360	4	98.889	97.0	97.0	plus	0.0	654	relaxase
NC_008388_00006|MOBQ	NODE_70606_length_1802_cov_0.368174	427	1802	1	427	436	1728	431	61	84.919	100.0	100.0	plus	0.0	650	relaxase
CP015441_00197|MOBF	NODE_732_length_16431_cov_0.696363	1008	16431	1	1008	4857	7880	1008	29	97.123	100.0	100.0	minus	0.0	1931	relaxase
NC_020542_00048|MOBQ	NODE_742_length_16331_cov_0.296944	1071	16331	1	1066	7442	10639	1070	81	91.682	99.0	99.0	plus	0.0	1725	relaxase
NC_008042_00056|MPF_T	NODE_1157_length_12554_cov_0.197912	359	12554	1	351	744	1793	351	44	87.179	98.0	98.0	plus	8.849999999999992e-159	489	mate-pair-formation
NC_023148_00034|MPF_T	NODE_1157_length_12554_cov_0.197912	667	12554	1	645	6889	8823	645	28	95.659	97.0	97.0	minus	0.0	1178	mate-pair-formation
NC_022050_00041|MPF_T	NODE_176463_length_1154_cov_0.130806	241	1154	18	231	169	810	214	41	80.84100000000002	89.0	89.0	minus	1.4599999999999993e-110	320	mate-pair-formation
NC_004574_00081|MPF_T	NODE_3324_length_7419_cov_0.214071	106	7419	15	106	1828	2103	92	5	94.565	87.0	87.0	minus	5.439999999999997e-54	177	mate-pair-formation
NC_008388_00003|MPF_T	NODE_405_length_24275_cov_0.492141	550	24275	21	549	302	1978	559	48	86.04700000000003	96.0	96.0	plus	0.0	956	mate-pair-formation
NC_008388_00003|MPF_T	NODE_4842_length_6225_cov_0.325008	550	6225	102	549	4884	6224	448	41	90.625	81.0	81.0	minus	0.0	821	mate-pair-formation
NC_008388_00003|MPF_T	NODE_589_length_18675_cov_0.301087	550	18675	21	550	3602	5212	537	30	93.11	96.0	96.0	plus	0.0	1013	mate-pair-formation
NC_020542_00042|MPF_T	NODE_742_length_16331_cov_0.296944	520	16331	141	519	81	1217	379	16	95.778	73.0	99.0	minus	0.0	719	mate-pair-formation
NC_020542_00042|MPF_T	NODE_742_length_16331_cov_0.296944	520	16331	1	142	5112	5537	142	17	88.02799999999998	27.0	99.0	minus	7.88e-70	240	mate-pair-formation
NC_004574_00087|MPF_T	NODE_81440_length_1682_cov_0.100442	231	1682	20	231	497	1132	212	11	94.811	92.0	92.0	minus	1.889999999999999e-143	409	mate-pair-formation
