sample	ali	prev	target	contig	reads
ERR599037	bowtie2	spades	spades	NODE_3007_length_10020_cov_0.641367	3791
ERR599037	bowtie2	spades	spades	NODE_3514_length_9007_cov_0.458801	2479
ERR599037	bowtie2	spades	spades	NODE_4056_length_8256_cov_0.178742	854
ERR599037	bowtie2	spades	spades	NODE_4676_length_7493_cov_0.411279	1887
ERR599037	bowtie2	spades	spades	NODE_5016_length_7163_cov_0.137316	563
ERR599037	bowtie2	spades	spades	NODE_5327_length_6847_cov_0.170273	665
ERR599037	bowtie2	spades	spades	NODE_5337_length_6842_cov_0.171437	964
ERR599037	bowtie2	spades	spades	NODE_5567_length_6670_cov_0.171055	722
ERR599037	bowtie2	spades	spades	NODE_7577_length_5490_cov_0.125209	575
ERR599037	bowtie2	spades	spades	NODE_7714_length_5432_cov_0.212263	701
ERR599037	bowtie2	spades	spades	NODE_10192_length_4583_cov_0.158564	443
ERR599037	bowtie2	spades	spades	NODE_11834_length_4170_cov_0.130435	306
ERR599037	bowtie2	spades	spades	NODE_12215_length_4084_cov_0.138519	441
ERR599037	bowtie2	spades	spades	NODE_14111_length_3743_cov_0.086169	207
ERR599037	bowtie2	spades	spades	NODE_14624_length_3665_cov_0.122546	353
ERR599037	bowtie2	spades	spades	NODE_15338_length_3558_cov_0.148020	351
ERR599037	bowtie2	spades	spades	NODE_19714_length_3060_cov_0.985816	2177
ERR599037	bowtie2	spades	spades	NODE_20082_length_3026_cov_0.121968	206
ERR599037	bowtie2	spades	spades	NODE_23648_length_2746_cov_0.141670	237
ERR599037	bowtie2	spades	spades	NODE_30161_length_2370_cov_0.126816	163
ERR599037	bowtie2	spades	spades	NODE_30851_length_2339_cov_0.153125	205
ERR599037	bowtie2	spades	spades	NODE_31602_length_2304_cov_0.609977	779
ERR599037	bowtie2	spades	spades	NODE_34453_length_2189_cov_0.128708	147
ERR599037	bowtie2	spades	spades	NODE_42999_length_1915_cov_0.430617	507
ERR599037	bowtie2	spades	spades	NODE_43019_length_1915_cov_0.090859	97
ERR599037	bowtie2	spades	spades	NODE_44297_length_1882_cov_0.150869	220
ERR599037	bowtie2	spades	spades	NODE_48054_length_1793_cov_1.967532	2195
ERR599037	bowtie2	spades	spades	NODE_48234_length_1789_cov_0.641420	822
ERR599037	bowtie2	spades	spades	NODE_56618_length_1626_cov_0.101506	102
ERR599037	bowtie2	spades	spades	NODE_65837_length_1487_cov_0.105187	89
ERR599037	bowtie2	spades	spades	NODE_68126_length_1456_cov_0.711864	670
ERR599037	bowtie2	spades	spades	NODE_80842_length_1315_cov_0.135691	114
ERR599037	bowtie2	spades	spades	NODE_81063_length_1313_cov_0.112026	82
ERR599037	bowtie2	spades	spades	NODE_84273_length_1282_cov_0.547760	457
ERR599037	bowtie2	spades	spades	NODE_96768_length_1178_cov_0.148285	89
ERR599037	bowtie2	spades	spades	NODE_101180_length_1146_cov_0.174785	129
ERR599037	bowtie2	spades	spades	NODE_108805_length_1097_cov_0.200401	122
ERR599037	bowtie2	spades	spades	NODE_118558_length_1042_cov_0.104984	70
ERR599037	bowtie2	spades	spades	NODE_122097_length_1023_cov_0.194805	122
ERR599037	bowtie2	spades	spades	NODE_123067_length_1019_cov_0.064130	51
