sample	ali	prev	target	contig	reads
ERR599060	bowtie2	spades	spades	NODE_9_length_77729_cov_0.328340	15928
ERR599060	bowtie2	spades	spades	NODE_353_length_20547_cov_0.379988	5046
ERR599060	bowtie2	spades	spades	NODE_1060_length_11863_cov_0.129123	1219
ERR599060	bowtie2	spades	spades	NODE_1625_length_9499_cov_0.172340	1013
ERR599060	bowtie2	spades	spades	NODE_2285_length_7924_cov_0.141342	677
ERR599060	bowtie2	spades	spades	NODE_4199_length_5624_cov_0.144434	540
ERR599060	bowtie2	spades	spades	NODE_4489_length_5412_cov_0.162808	475
ERR599060	bowtie2	spades	spades	NODE_5254_length_4926_cov_0.205718	682
ERR599060	bowtie2	spades	spades	NODE_7695_length_3949_cov_0.294545	655
ERR599060	bowtie2	spades	spades	NODE_9356_length_3529_cov_0.105831	239
ERR599060	bowtie2	spades	spades	NODE_10093_length_3374_cov_0.120305	234
ERR599060	bowtie2	spades	spades	NODE_14527_length_2730_cov_0.239073	369
ERR599060	bowtie2	spades	spades	NODE_17013_length_2483_cov_0.134228	195
ERR599060	bowtie2	spades	spades	NODE_24297_length_2007_cov_0.128931	153
ERR599060	bowtie2	spades	spades	NODE_28173_length_1837_cov_0.089758	107
ERR599060	bowtie2	spades	spades	NODE_28567_length_1821_cov_0.175958	201
ERR599060	bowtie2	spades	spades	NODE_34430_length_1632_cov_0.112198	105
ERR599060	bowtie2	spades	spades	NODE_36356_length_1581_cov_0.168016	142
ERR599060	bowtie2	spades	spades	NODE_45547_length_1381_cov_0.102184	88
ERR599060	bowtie2	spades	spades	NODE_47115_length_1354_cov_0.084462	55
ERR599060	bowtie2	spades	spades	NODE_56976_length_1205_cov_0.061483	42
ERR599060	bowtie2	spades	spades	NODE_60380_length_1163_cov_0.453008	295
ERR599060	bowtie2	spades	spades	NODE_67182_length_1090_cov_0.056509	32
