qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001661__CP018172|rep_cluster_346	NODE_1553_length_7117_cov_2.943431	1323	7117	1	1181	2562	3742	1187	225	80.03399999999998	89.0	89.0	minus	0.0	869	replicon
000701__NC_021718_00105|rep_cluster_1371	NODE_2296_length_5659_cov_4.671223	894	5659	1	894	4524	5417	894	7	99.217	100.0	100.0	minus	0.0	1613	replicon
CP010723_00015|MOBQ	NODE_2017_length_6092_cov_2.135325	340	6092	1	340	2629	3648	340	13	96.176	100.0	100.0	plus	0.0	606	relaxase
NC_008388_00006|MOBQ	NODE_34307_length_1222_cov_1.626892	427	1222	51	427	1	1134	378	42	88.624	88.0	88.0	plus	0.0	618	relaxase
NC_019394_00096|MPF_I	NODE_2262_length_5709_cov_3.890909	218	5709	1	218	1219	1872	218	12	94.495	100.0	100.0	plus	4.129999999999999e-139	422	mate-pair-formation
NC_019394_00097|MPF_I	NODE_2262_length_5709_cov_3.890909	236	5709	1	236	1872	2579	236	2	99.153	100.0	100.0	plus	6.599999999999995e-162	485	mate-pair-formation
NC_019394_00098|MPF_I	NODE_2262_length_5709_cov_3.890909	310	5709	1	310	2585	3514	310	3	99.032	100.0	100.0	plus	0.0	632	mate-pair-formation
NC_004574_00081|MPF_T	NODE_22887_length_1522_cov_1.220661	106	1522	15	106	547	822	92	6	93.478	87.0	87.0	minus	7.29e-57	177	mate-pair-formation
NC_019394_00072|MPF_I	NODE_30321_length_1303_cov_2.078073	283	1303	1	283	218	1066	283	0	100.0	100.0	100.0	minus	0.0	577	mate-pair-formation
NC_004574_00081|MPF_T	NODE_48506_length_1017_cov_1.148148	106	1017	15	106	84	359	92	11	88.04299999999998	87.0	87.0	plus	4.07e-51	158	mate-pair-formation
NC_019394_00072|MPF_I	NODE_4911_length_3686_cov_3.316699	283	3686	1	283	82	930	283	7	97.527	100.0	100.0	minus	0.0	563	mate-pair-formation
